"user_id","date","transaction_amount"
19410,"2015-04-01",45
13410,"2015-04-01",50
8883,"2015-04-01",110
11413,"2015-04-01",102
19522,"2015-04-01",49
3794,"2015-04-01",26
19946,"2015-04-01",55
3621,"2015-04-01",41
8300,"2015-04-01",88
15117,"2015-04-01",52
8312,"2015-04-01",52
14981,"2015-04-01",93
11877,"2015-04-01",128
13105,"2015-04-01",42
7451,"2015-04-01",113
7529,"2015-04-01",123
13437,"2015-04-01",94
16562,"2015-04-01",19
8236,"2015-04-01",60
11882,"2015-04-01",93
6481,"2015-04-01",51
5954,"2015-04-01",26
8915,"2015-04-01",88
3616,"2015-04-01",72
11691,"2015-04-01",17
13160,"2015-04-01",68
7157,"2015-04-01",101
17213,"2015-04-01",53
19846,"2015-04-01",75
13982,"2015-04-01",60
8100,"2015-04-01",41
12393,"2015-04-01",83
1039,"2015-04-01",85
12040,"2015-04-01",51
15664,"2015-04-01",69
2003,"2015-04-01",24
6673,"2015-04-01",111
14019,"2015-04-01",174
15209,"2015-04-01",48
11343,"2015-04-01",60
8889,"2015-04-01",29
14556,"2015-04-01",47
5636,"2015-04-01",50
3427,"2015-04-01",37
10279,"2015-04-01",13
319,"2015-04-01",65
7078,"2015-04-01",78
2823,"2015-04-01",57
3524,"2015-04-01",88
4486,"2015-04-01",64
11607,"2015-04-01",50
14476,"2015-04-01",83
3111,"2015-04-01",88
975,"2015-04-01",33
3697,"2015-04-01",42
7050,"2015-04-01",78
14627,"2015-04-01",78
15934,"2015-04-01",106
3596,"2015-04-01",93
2097,"2015-04-01",93
17813,"2015-04-01",56
8128,"2015-04-01",98
5217,"2015-04-01",105
6720,"2015-04-01",45
17689,"2015-04-01",75
13027,"2015-04-01",81
7717,"2015-04-01",48
19146,"2015-04-01",48
9973,"2015-04-01",54
8226,"2015-04-01",65
5311,"2015-04-01",74
17701,"2015-04-01",91
1999,"2015-04-01",101
629,"2015-04-01",53
9170,"2015-04-01",58
13102,"2015-04-01",140
9676,"2015-04-01",101
14281,"2015-04-01",71
2672,"2015-04-01",77
8608,"2015-04-01",87
552,"2015-04-01",31
16119,"2015-04-01",73
16768,"2015-04-01",91
12940,"2015-04-01",54
18612,"2015-04-01",113
16161,"2015-04-01",68
11612,"2015-04-01",27
13248,"2015-04-01",11
5091,"2015-04-01",46
10428,"2015-04-01",78
709,"2015-04-01",63
7035,"2015-04-01",71
10824,"2015-04-01",50
3002,"2015-04-01",45
16386,"2015-04-01",41
5755,"2015-04-01",51
16386,"2015-04-01",142
15512,"2015-04-01",47
9421,"2015-04-01",42
7860,"2015-04-01",101
2548,"2015-04-01",68
1599,"2015-04-01",37
15959,"2015-04-01",22
2974,"2015-04-01",42
18757,"2015-04-01",48
16360,"2015-04-01",87
15800,"2015-04-01",61
17239,"2015-04-01",75
3782,"2015-04-01",104
3578,"2015-04-01",43
5662,"2015-04-01",80
8277,"2015-04-01",114
1793,"2015-04-01",94
17844,"2015-04-01",79
6148,"2015-04-01",63
6201,"2015-04-01",23
10490,"2015-04-01",31
10763,"2015-04-01",58
10398,"2015-04-01",94
7382,"2015-04-01",32
1331,"2015-04-01",98
1649,"2015-04-01",111
364,"2015-04-01",35
14147,"2015-04-01",70
15220,"2015-04-01",79
6892,"2015-04-01",68
17031,"2015-04-01",34
5788,"2015-04-01",12
17690,"2015-04-01",82
2749,"2015-04-01",53
19141,"2015-04-01",63
16944,"2015-04-01",109
17125,"2015-04-01",64
6023,"2015-04-01",35
18406,"2015-04-01",80
6077,"2015-04-01",92
8200,"2015-04-01",57
14655,"2015-04-01",55
15930,"2015-04-01",95
3530,"2015-04-01",96
5133,"2015-04-01",94
18199,"2015-04-01",16
14624,"2015-04-01",36
9390,"2015-04-01",108
14961,"2015-04-01",50
4047,"2015-04-01",13
19093,"2015-04-01",79
1334,"2015-04-01",25
9177,"2015-04-01",63
2435,"2015-04-01",16
15997,"2015-04-01",81
12801,"2015-04-01",19
5896,"2015-04-01",71
7857,"2015-04-01",60
7176,"2015-04-01",43
11183,"2015-04-01",13
6271,"2015-04-01",89
11460,"2015-04-01",113
14961,"2015-04-01",17
8637,"2015-04-01",57
10463,"2015-04-01",63
16567,"2015-04-01",63
4857,"2015-04-01",43
13825,"2015-04-01",97
10243,"2015-04-01",76
2780,"2015-04-01",72
9016,"2015-04-01",49
849,"2015-04-01",51
9594,"2015-04-01",15
10411,"2015-04-01",70
12581,"2015-04-01",110
11299,"2015-04-01",52
5672,"2015-04-01",10
4597,"2015-04-01",27
17229,"2015-04-01",60
418,"2015-04-01",28
5915,"2015-04-01",81
19386,"2015-04-01",66
10622,"2015-04-01",59
15119,"2015-04-01",32
8696,"2015-04-01",62
1124,"2015-04-01",52
13327,"2015-04-01",76
9981,"2015-04-01",94
2196,"2015-04-01",48
4715,"2015-04-01",73
6807,"2015-04-01",46
6565,"2015-04-01",49
11346,"2015-04-01",72
18588,"2015-04-01",68
906,"2015-04-01",20
17462,"2015-04-01",63
7300,"2015-04-01",29
9844,"2015-04-01",52
6437,"2015-04-01",65
10130,"2015-04-01",55
17641,"2015-04-01",81
19277,"2015-04-01",90
19544,"2015-04-01",19
16642,"2015-04-01",46
16919,"2015-04-01",40
15310,"2015-04-01",52
19913,"2015-04-01",47
2957,"2015-04-01",83
7792,"2015-04-01",57
17328,"2015-04-01",71
16712,"2015-04-01",26
1717,"2015-04-01",37
6472,"2015-04-01",52
4482,"2015-04-01",41
6816,"2015-04-01",64
17116,"2015-04-01",110
11187,"2015-04-01",76
4908,"2015-04-01",28
9438,"2015-04-01",91
14834,"2015-04-01",62
15566,"2015-04-01",49
2252,"2015-04-01",47
14601,"2015-04-01",96
2170,"2015-04-01",56
5573,"2015-04-01",89
13378,"2015-04-01",20
645,"2015-04-01",49
4415,"2015-04-01",115
7583,"2015-04-01",39
13405,"2015-04-01",27
1990,"2015-04-01",58
12463,"2015-04-01",36
15126,"2015-04-01",52
11562,"2015-04-01",32
2951,"2015-04-01",90
12043,"2015-04-01",13
4310,"2015-04-01",72
15391,"2015-04-01",79
5775,"2015-04-02",63
6236,"2015-04-02",43
2359,"2015-04-02",53
10754,"2015-04-02",89
4329,"2015-04-02",22
1409,"2015-04-02",95
18420,"2015-04-02",134
17971,"2015-04-02",117
1527,"2015-04-02",72
778,"2015-04-02",13
18633,"2015-04-02",33
11377,"2015-04-02",69
19105,"2015-04-02",75
3626,"2015-04-02",53
17010,"2015-04-02",116
10892,"2015-04-02",81
4661,"2015-04-02",80
14071,"2015-04-02",22
3652,"2015-04-02",59
2408,"2015-04-02",20
7304,"2015-04-02",11
17527,"2015-04-02",42
14371,"2015-04-02",92
10176,"2015-04-02",64
3437,"2015-04-02",11
17946,"2015-04-02",106
12670,"2015-04-02",27
6320,"2015-04-02",59
18789,"2015-04-02",69
16012,"2015-04-02",39
15986,"2015-04-02",95
11985,"2015-04-02",55
2361,"2015-04-02",45
6421,"2015-04-02",55
10397,"2015-04-02",81
1844,"2015-04-02",71
18491,"2015-04-02",36
13024,"2015-04-02",57
18027,"2015-04-02",83
7755,"2015-04-02",58
14141,"2015-04-02",58
3912,"2015-04-02",46
15187,"2015-04-02",44
10543,"2015-04-02",31
12573,"2015-04-02",70
1411,"2015-04-02",88
14349,"2015-04-02",81
4834,"2015-04-02",73
3740,"2015-04-02",32
10807,"2015-04-02",64
16373,"2015-04-02",42
16890,"2015-04-02",88
12109,"2015-04-02",35
19991,"2015-04-02",64
141,"2015-04-02",116
1551,"2015-04-02",85
12121,"2015-04-02",57
13124,"2015-04-02",68
12420,"2015-04-02",35
2867,"2015-04-02",133
5716,"2015-04-02",44
18102,"2015-04-02",24
14858,"2015-04-02",59
10026,"2015-04-02",64
18035,"2015-04-02",63
9995,"2015-04-02",89
9959,"2015-04-02",41
10094,"2015-04-02",45
17486,"2015-04-02",51
19302,"2015-04-02",51
6476,"2015-04-02",76
1404,"2015-04-02",27
1858,"2015-04-02",75
8241,"2015-04-02",62
17606,"2015-04-02",34
15277,"2015-04-02",72
4960,"2015-04-02",61
4548,"2015-04-02",82
4667,"2015-04-02",71
13073,"2015-04-02",77
5589,"2015-04-02",63
3660,"2015-04-02",58
19128,"2015-04-02",26
11450,"2015-04-02",101
11928,"2015-04-02",45
13798,"2015-04-02",65
11173,"2015-04-02",24
17245,"2015-04-02",133
8360,"2015-04-02",85
6022,"2015-04-02",71
3799,"2015-04-02",38
1499,"2015-04-02",40
19807,"2015-04-02",21
17623,"2015-04-02",105
3751,"2015-04-02",47
9677,"2015-04-02",94
9411,"2015-04-02",18
16276,"2015-04-02",71
4846,"2015-04-02",40
2514,"2015-04-02",36
19957,"2015-04-02",96
4785,"2015-04-02",79
12052,"2015-04-02",66
234,"2015-04-02",58
12847,"2015-04-02",71
4026,"2015-04-02",57
2529,"2015-04-02",61
1659,"2015-04-02",69
18544,"2015-04-02",85
14501,"2015-04-02",66
12257,"2015-04-02",32
14768,"2015-04-02",61
1658,"2015-04-02",71
2787,"2015-04-02",79
1920,"2015-04-02",100
3910,"2015-04-02",107
11751,"2015-04-02",95
14039,"2015-04-02",33
13770,"2015-04-02",45
14287,"2015-04-02",37
19124,"2015-04-02",54
13674,"2015-04-02",94
4716,"2015-04-02",92
16618,"2015-04-02",81
11053,"2015-04-02",36
19009,"2015-04-02",44
13898,"2015-04-02",42
16270,"2015-04-02",37
18569,"2015-04-02",53
2962,"2015-04-02",87
11790,"2015-04-02",69
18066,"2015-04-02",58
19384,"2015-04-02",13
12446,"2015-04-02",125
15876,"2015-04-02",62
7901,"2015-04-02",65
14368,"2015-04-02",85
6678,"2015-04-02",24
19030,"2015-04-02",78
13906,"2015-04-02",124
14810,"2015-04-02",29
15836,"2015-04-02",50
10917,"2015-04-02",78
11158,"2015-04-02",30
5722,"2015-04-02",30
13619,"2015-04-02",100
11479,"2015-04-02",86
11152,"2015-04-02",43
18000,"2015-04-02",50
14251,"2015-04-02",36
2459,"2015-04-02",76
10253,"2015-04-02",68
7854,"2015-04-02",41
3099,"2015-04-02",69
17939,"2015-04-02",103
15022,"2015-04-02",64
15407,"2015-04-02",72
19040,"2015-04-02",59
19779,"2015-04-02",34
14000,"2015-04-02",68
11514,"2015-04-02",55
3149,"2015-04-02",73
4264,"2015-04-02",55
6811,"2015-04-02",60
18106,"2015-04-02",90
15689,"2015-04-02",20
10207,"2015-04-02",38
17389,"2015-04-02",109
2502,"2015-04-02",104
12243,"2015-04-02",96
7460,"2015-04-02",65
10580,"2015-04-02",96
2963,"2015-04-02",50
12782,"2015-04-02",112
798,"2015-04-02",17
7855,"2015-04-02",67
16330,"2015-04-02",54
11157,"2015-04-02",26
6717,"2015-04-02",92
15329,"2015-04-02",69
13194,"2015-04-02",57
17752,"2015-04-02",40
12843,"2015-04-02",42
1648,"2015-04-02",74
17469,"2015-04-02",33
9977,"2015-04-02",78
18183,"2015-04-02",24
3234,"2015-04-02",73
17173,"2015-04-02",74
14604,"2015-04-02",28
6021,"2015-04-02",98
16049,"2015-04-02",45
71,"2015-04-02",65
9023,"2015-04-02",110
8337,"2015-04-02",50
3767,"2015-04-02",90
12921,"2015-04-02",101
13493,"2015-04-02",60
13883,"2015-04-02",18
4252,"2015-04-02",45
5827,"2015-04-02",41
8510,"2015-04-02",110
17666,"2015-04-02",109
6902,"2015-04-02",67
2019,"2015-04-02",36
13036,"2015-04-02",44
9390,"2015-04-02",31
1059,"2015-04-02",134
10873,"2015-04-02",26
12489,"2015-04-02",18
6825,"2015-04-02",95
1762,"2015-04-02",82
7157,"2015-04-02",63
2872,"2015-04-02",52
1990,"2015-04-02",51
9044,"2015-04-02",16
8825,"2015-04-02",52
14753,"2015-04-02",91
1552,"2015-04-02",87
6640,"2015-04-02",89
3678,"2015-04-02",57
9981,"2015-04-02",37
5428,"2015-04-02",84
14680,"2015-04-02",103
1865,"2015-04-02",86
16244,"2015-04-02",17
3804,"2015-04-02",94
16339,"2015-04-02",92
7266,"2015-04-02",110
4662,"2015-04-02",18
328,"2015-04-02",70
14060,"2015-04-02",66
3162,"2015-04-02",46
9808,"2015-04-02",122
16104,"2015-04-02",61
15035,"2015-04-02",30
6824,"2015-04-02",42
10417,"2015-04-02",73
13522,"2015-04-02",93
15004,"2015-04-02",54
6267,"2015-04-02",53
8757,"2015-04-02",65
18437,"2015-04-02",75
17768,"2015-04-02",86
9031,"2015-04-02",85
577,"2015-04-02",42
11600,"2015-04-02",75
6304,"2015-04-02",19
697,"2015-04-02",78
1170,"2015-04-02",75
8242,"2015-04-02",65
19159,"2015-04-02",85
7063,"2015-04-02",19
15762,"2015-04-02",76
14850,"2015-04-02",86
18288,"2015-04-02",21
19175,"2015-04-02",67
16532,"2015-04-02",30
5403,"2015-04-02",91
3423,"2015-04-02",27
18729,"2015-04-02",80
9453,"2015-04-02",48
8948,"2015-04-02",129
4977,"2015-04-02",29
9575,"2015-04-02",51
4104,"2015-04-02",68
6590,"2015-04-02",47
14641,"2015-04-02",39
16865,"2015-04-02",90
10987,"2015-04-02",49
9423,"2015-04-02",68
498,"2015-04-02",44
15507,"2015-04-02",59
19681,"2015-04-02",81
7465,"2015-04-02",83
9441,"2015-04-02",125
19982,"2015-04-02",87
8216,"2015-04-02",43
5043,"2015-04-02",57
15916,"2015-04-02",53
15488,"2015-04-02",74
6109,"2015-04-02",54
17894,"2015-04-02",76
11298,"2015-04-02",96
1998,"2015-04-02",127
14663,"2015-04-02",46
4181,"2015-04-02",82
13122,"2015-04-02",112
14801,"2015-04-02",83
16679,"2015-04-02",81
10906,"2015-04-02",73
8808,"2015-04-02",37
13607,"2015-04-02",90
15934,"2015-04-02",39
18095,"2015-04-02",71
7928,"2015-04-02",79
11000,"2015-04-02",42
17895,"2015-04-02",49
548,"2015-04-02",51
18658,"2015-04-02",56
3698,"2015-04-02",53
8620,"2015-04-02",53
16889,"2015-04-02",33
16961,"2015-04-02",131
12375,"2015-04-02",18
8675,"2015-04-02",53
8344,"2015-04-02",52
10462,"2015-04-02",89
4900,"2015-04-02",59
18548,"2015-04-02",92
16673,"2015-04-02",113
8145,"2015-04-02",59
12852,"2015-04-02",101
12461,"2015-04-02",43
18142,"2015-04-02",62
8850,"2015-04-02",84
13416,"2015-04-02",29
5986,"2015-04-02",64
1670,"2015-04-02",36
11639,"2015-04-02",84
5799,"2015-04-02",84
10917,"2015-04-02",44
13573,"2015-04-02",74
8349,"2015-04-02",62
2490,"2015-04-02",58
9573,"2015-04-02",49
5814,"2015-04-02",49
14240,"2015-04-02",28
17531,"2015-04-02",24
6758,"2015-04-02",17
11179,"2015-04-02",54
1318,"2015-04-02",85
520,"2015-04-02",30
17395,"2015-04-02",42
811,"2015-04-02",83
13040,"2015-04-02",85
15760,"2015-04-02",17
332,"2015-04-02",43
19030,"2015-04-02",66
16813,"2015-04-02",15
19124,"2015-04-02",93
18596,"2015-04-02",25
13070,"2015-04-02",87
9074,"2015-04-02",57
5230,"2015-04-02",56
4036,"2015-04-02",39
2614,"2015-04-02",63
16991,"2015-04-02",34
9232,"2015-04-02",93
13386,"2015-04-02",39
1232,"2015-04-02",55
11273,"2015-04-02",58
15735,"2015-04-02",57
1708,"2015-04-02",60
17690,"2015-04-02",53
14374,"2015-04-02",94
9340,"2015-04-02",65
5439,"2015-04-02",88
8622,"2015-04-02",55
17682,"2015-04-02",79
4496,"2015-04-02",52
1828,"2015-04-02",67
8272,"2015-04-02",30
5890,"2015-04-02",106
13426,"2015-04-02",56
12606,"2015-04-02",50
9237,"2015-04-02",21
11277,"2015-04-02",105
137,"2015-04-02",69
17648,"2015-04-02",41
11488,"2015-04-02",71
9805,"2015-04-02",76
17658,"2015-04-02",66
17942,"2015-04-02",97
8219,"2015-04-02",37
6257,"2015-04-02",66
3475,"2015-04-02",46
18117,"2015-04-02",98
19727,"2015-04-02",55
14213,"2015-04-02",84
15936,"2015-04-02",96
6497,"2015-04-02",98
14016,"2015-04-02",28
5689,"2015-04-02",104
9665,"2015-04-02",60
95,"2015-04-02",76
8942,"2015-04-02",14
6359,"2015-04-02",100
4655,"2015-04-02",97
16451,"2015-04-02",59
18321,"2015-04-02",79
11942,"2015-04-02",58
14576,"2015-04-02",16
11474,"2015-04-02",60
14654,"2015-04-02",42
5492,"2015-04-02",60
585,"2015-04-02",55
425,"2015-04-02",71
17113,"2015-04-02",59
5603,"2015-04-02",23
9086,"2015-04-02",55
18119,"2015-04-02",70
12745,"2015-04-02",106
7335,"2015-04-02",39
14206,"2015-04-02",108
1955,"2015-04-02",39
1220,"2015-04-02",19
4676,"2015-04-02",108
1955,"2015-04-02",50
628,"2015-04-02",65
7671,"2015-04-02",55
18251,"2015-04-02",23
12554,"2015-04-02",78
8760,"2015-04-02",122
19220,"2015-04-02",57
16122,"2015-04-02",62
12967,"2015-04-02",49
5902,"2015-04-02",34
4541,"2015-04-02",24
8902,"2015-04-02",66
5260,"2015-04-02",75
6507,"2015-04-02",47
3732,"2015-04-02",31
7795,"2015-04-02",98
14358,"2015-04-02",101
6896,"2015-04-02",114
15693,"2015-04-02",110
3189,"2015-04-02",80
11412,"2015-04-03",87
3015,"2015-04-03",63
16474,"2015-04-03",47
2307,"2015-04-03",112
12549,"2015-04-03",39
17630,"2015-04-03",48
1882,"2015-04-03",90
11818,"2015-04-03",33
1765,"2015-04-03",76
5697,"2015-04-03",92
6077,"2015-04-03",82
1430,"2015-04-03",70
16085,"2015-04-03",12
14556,"2015-04-03",64
13715,"2015-04-03",89
15785,"2015-04-03",10
15287,"2015-04-03",66
5092,"2015-04-03",55
15835,"2015-04-03",140
10895,"2015-04-03",82
3041,"2015-04-03",54
2274,"2015-04-03",107
3083,"2015-04-03",78
17734,"2015-04-03",93
14884,"2015-04-03",14
17802,"2015-04-03",71
18238,"2015-04-03",48
19755,"2015-04-03",67
14343,"2015-04-03",106
2551,"2015-04-03",59
18140,"2015-04-03",91
13733,"2015-04-03",27
2985,"2015-04-03",100
5309,"2015-04-03",49
12924,"2015-04-03",48
3966,"2015-04-03",53
3011,"2015-04-03",39
6946,"2015-04-03",74
6502,"2015-04-03",73
10518,"2015-04-03",51
5867,"2015-04-03",19
9136,"2015-04-03",63
17064,"2015-04-03",73
6445,"2015-04-03",79
2406,"2015-04-03",94
16711,"2015-04-03",50
7933,"2015-04-03",70
14277,"2015-04-03",62
14074,"2015-04-03",92
11394,"2015-04-03",57
6420,"2015-04-03",47
19998,"2015-04-03",76
17306,"2015-04-03",97
10424,"2015-04-03",81
11001,"2015-04-03",37
1633,"2015-04-03",25
2228,"2015-04-03",79
10752,"2015-04-03",69
8216,"2015-04-03",79
2822,"2015-04-03",38
19332,"2015-04-03",80
18,"2015-04-03",54
6345,"2015-04-03",27
18066,"2015-04-03",104
16734,"2015-04-03",43
3205,"2015-04-03",77
2940,"2015-04-03",69
3493,"2015-04-03",59
14951,"2015-04-03",54
11246,"2015-04-03",108
1389,"2015-04-03",79
1688,"2015-04-03",56
11889,"2015-04-03",56
5385,"2015-04-03",66
17482,"2015-04-03",75
19007,"2015-04-03",51
16065,"2015-04-03",88
7809,"2015-04-03",77
9658,"2015-04-03",92
7388,"2015-04-03",134
6140,"2015-04-03",23
16723,"2015-04-03",71
10095,"2015-04-03",79
15698,"2015-04-03",130
8098,"2015-04-03",39
4772,"2015-04-03",26
13727,"2015-04-03",76
16746,"2015-04-03",74
6597,"2015-04-03",63
5612,"2015-04-03",50
15232,"2015-04-03",28
5267,"2015-04-03",55
13751,"2015-04-03",19
13613,"2015-04-03",53
6795,"2015-04-03",121
13888,"2015-04-03",39
1476,"2015-04-03",35
355,"2015-04-03",43
8102,"2015-04-03",48
17696,"2015-04-03",58
6998,"2015-04-03",87
19926,"2015-04-03",50
13095,"2015-04-03",95
9194,"2015-04-03",33
14437,"2015-04-03",75
12340,"2015-04-03",86
3320,"2015-04-03",68
3496,"2015-04-03",10
18512,"2015-04-03",106
16840,"2015-04-03",96
19871,"2015-04-03",78
13854,"2015-04-03",69
2006,"2015-04-03",39
7458,"2015-04-03",73
9355,"2015-04-03",29
8257,"2015-04-03",84
18040,"2015-04-03",72
7251,"2015-04-03",118
12160,"2015-04-03",94
361,"2015-04-03",29
9378,"2015-04-03",96
4949,"2015-04-03",45
9801,"2015-04-03",18
19298,"2015-04-03",74
6362,"2015-04-03",95
9151,"2015-04-03",17
19210,"2015-04-03",55
2412,"2015-04-03",90
5403,"2015-04-03",38
19018,"2015-04-03",83
13995,"2015-04-03",100
6807,"2015-04-03",63
6010,"2015-04-03",54
4357,"2015-04-03",74
14873,"2015-04-03",27
5990,"2015-04-03",87
14971,"2015-04-03",32
8813,"2015-04-03",107
4226,"2015-04-03",85
1419,"2015-04-03",80
255,"2015-04-03",81
16342,"2015-04-03",102
8087,"2015-04-03",66
15508,"2015-04-03",48
18602,"2015-04-03",98
13903,"2015-04-03",62
10146,"2015-04-03",69
7908,"2015-04-03",47
11890,"2015-04-03",60
7630,"2015-04-03",49
16935,"2015-04-03",109
13273,"2015-04-03",104
16561,"2015-04-03",11
4692,"2015-04-03",56
16567,"2015-04-03",59
38,"2015-04-03",142
13510,"2015-04-03",67
3255,"2015-04-03",34
72,"2015-04-03",49
11449,"2015-04-03",71
19197,"2015-04-03",48
13993,"2015-04-03",70
4854,"2015-04-03",37
9990,"2015-04-03",16
11917,"2015-04-03",29
17556,"2015-04-03",73
6259,"2015-04-03",76
19435,"2015-04-03",73
10415,"2015-04-03",113
5415,"2015-04-03",37
16930,"2015-04-03",79
12798,"2015-04-03",113
7416,"2015-04-03",70
4233,"2015-04-03",58
11687,"2015-04-03",35
15688,"2015-04-03",106
1193,"2015-04-03",62
13469,"2015-04-03",27
9624,"2015-04-03",69
1509,"2015-04-03",109
17205,"2015-04-03",78
3223,"2015-04-03",77
10800,"2015-04-03",27
10416,"2015-04-03",59
12690,"2015-04-03",69
14271,"2015-04-03",53
15969,"2015-04-03",67
11271,"2015-04-03",125
12136,"2015-04-03",83
4309,"2015-04-03",47
4654,"2015-04-03",56
15819,"2015-04-03",86
1999,"2015-04-03",30
10688,"2015-04-03",19
13408,"2015-04-03",57
11738,"2015-04-03",47
3983,"2015-04-03",43
18285,"2015-04-03",48
6896,"2015-04-03",36
7174,"2015-04-03",41
3765,"2015-04-03",58
12841,"2015-04-03",49
11324,"2015-04-03",99
8512,"2015-04-03",97
14696,"2015-04-03",90
9461,"2015-04-03",86
6351,"2015-04-03",21
7235,"2015-04-03",74
12693,"2015-04-03",140
2662,"2015-04-03",83
4561,"2015-04-03",99
6210,"2015-04-03",59
10516,"2015-04-03",74
6801,"2015-04-03",68
19819,"2015-04-03",52
18593,"2015-04-03",60
16997,"2015-04-03",109
1848,"2015-04-03",48
12915,"2015-04-03",22
16502,"2015-04-03",24
2995,"2015-04-03",46
6072,"2015-04-03",19
3720,"2015-04-03",47
1343,"2015-04-03",74
4487,"2015-04-03",98
4643,"2015-04-03",84
8014,"2015-04-03",41
18601,"2015-04-03",77
8504,"2015-04-03",86
2345,"2015-04-03",86
1667,"2015-04-03",33
6894,"2015-04-03",52
10275,"2015-04-03",46
16598,"2015-04-03",15
255,"2015-04-03",49
15607,"2015-04-03",109
10128,"2015-04-03",72
4736,"2015-04-03",96
288,"2015-04-03",74
6693,"2015-04-03",75
8746,"2015-04-03",105
19519,"2015-04-03",28
2837,"2015-04-03",91
