"user_id","date","transaction_amount"
14191,"2015-03-01",108
10928,"2015-03-01",69
8336,"2015-03-01",22
9145,"2015-03-01",79
6965,"2015-03-01",72
15453,"2015-03-01",84
8122,"2015-03-01",98
14749,"2015-03-01",68
15340,"2015-03-01",88
1317,"2015-03-01",55
13767,"2015-03-01",49
16671,"2015-03-01",113
14875,"2015-03-01",15
12475,"2015-03-01",66
13524,"2015-03-01",78
18587,"2015-03-01",33
14961,"2015-03-01",62
14110,"2015-03-01",48
14581,"2015-03-01",78
17419,"2015-03-01",39
3578,"2015-03-01",34
14177,"2015-03-01",36
11727,"2015-03-01",12
929,"2015-03-01",76
16287,"2015-03-01",60
16787,"2015-03-01",51
12704,"2015-03-01",32
428,"2015-03-01",55
8464,"2015-03-01",59
4370,"2015-03-01",53
9022,"2015-03-01",77
1151,"2015-03-01",22
18272,"2015-03-01",93
10834,"2015-03-01",72
5571,"2015-03-01",37
2597,"2015-03-01",75
17281,"2015-03-01",110
2213,"2015-03-01",67
425,"2015-03-01",20
7709,"2015-03-01",58
105,"2015-03-01",48
4195,"2015-03-01",25
5467,"2015-03-01",52
6389,"2015-03-01",65
16683,"2015-03-01",57
7849,"2015-03-01",80
11970,"2015-03-01",18
18183,"2015-03-01",24
10266,"2015-03-01",124
16717,"2015-03-01",66
619,"2015-03-01",39
493,"2015-03-01",17
1461,"2015-03-01",23
19981,"2015-03-01",88
587,"2015-03-01",115
4720,"2015-03-01",83
9835,"2015-03-01",30
13002,"2015-03-01",71
15023,"2015-03-01",62
7212,"2015-03-01",37
2557,"2015-03-01",77
4099,"2015-03-01",42
11171,"2015-03-01",53
4696,"2015-03-01",20
1393,"2015-03-01",17
7186,"2015-03-01",30
12330,"2015-03-01",51
10011,"2015-03-01",34
11769,"2015-03-01",48
18195,"2015-03-01",39
13147,"2015-03-01",68
17914,"2015-03-01",75
16612,"2015-03-01",26
11991,"2015-03-01",62
9538,"2015-03-01",53
5920,"2015-03-01",44
1893,"2015-03-01",64
8618,"2015-03-01",44
6191,"2015-03-01",12
6247,"2015-03-01",82
17247,"2015-03-01",12
13176,"2015-03-02",32
19245,"2015-03-02",16
14208,"2015-03-02",52
6115,"2015-03-02",33
16349,"2015-03-02",51
15209,"2015-03-02",44
4048,"2015-03-02",45
10455,"2015-03-02",32
11078,"2015-03-02",73
3597,"2015-03-02",32
12184,"2015-03-02",62
13490,"2015-03-02",21
17012,"2015-03-02",70
13953,"2015-03-02",74
3525,"2015-03-02",14
2421,"2015-03-02",37
4533,"2015-03-02",49
17053,"2015-03-02",28
3132,"2015-03-02",35
12877,"2015-03-02",16
19272,"2015-03-02",81
19455,"2015-03-02",10
7294,"2015-03-02",64
18235,"2015-03-02",93
16985,"2015-03-02",114
7796,"2015-03-02",58
6423,"2015-03-02",97
3371,"2015-03-02",64
3025,"2015-03-02",23
19870,"2015-03-02",91
14167,"2015-03-02",50
15053,"2015-03-02",105
19375,"2015-03-02",57
11708,"2015-03-02",63
3490,"2015-03-02",12
2832,"2015-03-02",34
1334,"2015-03-02",29
5971,"2015-03-02",96
17240,"2015-03-02",94
9244,"2015-03-02",105
14533,"2015-03-02",62
14029,"2015-03-02",91
12959,"2015-03-02",36
6664,"2015-03-02",67
7533,"2015-03-02",58
12372,"2015-03-02",30
13043,"2015-03-02",89
15219,"2015-03-02",30
5639,"2015-03-02",45
10208,"2015-03-02",21
7713,"2015-03-02",26
12006,"2015-03-02",34
15610,"2015-03-02",50
15267,"2015-03-02",37
13327,"2015-03-02",105
9293,"2015-03-02",87
17658,"2015-03-02",16
8842,"2015-03-02",47
1168,"2015-03-02",35
2674,"2015-03-02",28
2140,"2015-03-02",22
8755,"2015-03-02",52
12462,"2015-03-02",40
3913,"2015-03-02",35
14086,"2015-03-02",84
7257,"2015-03-02",38
1350,"2015-03-02",80
7303,"2015-03-02",11
12511,"2015-03-02",17
764,"2015-03-02",108
19446,"2015-03-02",39
1121,"2015-03-02",138
2740,"2015-03-02",58
7784,"2015-03-02",26
8229,"2015-03-02",40
14734,"2015-03-02",28
15160,"2015-03-02",45
15296,"2015-03-02",47
12893,"2015-03-02",73
1475,"2015-03-02",13
14153,"2015-03-02",22
17651,"2015-03-02",61
13645,"2015-03-02",54
11056,"2015-03-02",55
2683,"2015-03-02",95
17756,"2015-03-02",95
3314,"2015-03-02",52
7665,"2015-03-02",23
18954,"2015-03-02",50
19367,"2015-03-02",59
18685,"2015-03-02",41
5420,"2015-03-02",67
8673,"2015-03-02",65
1117,"2015-03-02",64
9762,"2015-03-02",12
16261,"2015-03-02",42
5637,"2015-03-02",88
3479,"2015-03-02",26
12142,"2015-03-02",103
3544,"2015-03-02",74
7981,"2015-03-02",81
2671,"2015-03-02",91
153,"2015-03-02",45
18025,"2015-03-02",96
15218,"2015-03-02",23
15888,"2015-03-02",63
17332,"2015-03-02",60
17889,"2015-03-02",66
2912,"2015-03-02",36
3146,"2015-03-02",37
11843,"2015-03-02",87
8381,"2015-03-02",18
17336,"2015-03-02",94
19303,"2015-03-02",35
11917,"2015-03-02",70
16444,"2015-03-02",29
9702,"2015-03-02",55
2092,"2015-03-02",67
13540,"2015-03-02",27
2059,"2015-03-02",33
6747,"2015-03-02",35
16060,"2015-03-02",39
12126,"2015-03-02",49
2512,"2015-03-02",57
13869,"2015-03-02",38
9556,"2015-03-02",49
2979,"2015-03-02",25
17525,"2015-03-02",16
18606,"2015-03-02",41
14241,"2015-03-02",63
10967,"2015-03-02",53
16814,"2015-03-02",63
9132,"2015-03-02",61
16651,"2015-03-02",38
12434,"2015-03-02",27
16822,"2015-03-02",109
2513,"2015-03-02",44
1042,"2015-03-02",51
17021,"2015-03-02",83
11653,"2015-03-02",56
17393,"2015-03-02",57
9912,"2015-03-02",68
19626,"2015-03-02",33
5499,"2015-03-02",39
15622,"2015-03-02",38
7693,"2015-03-02",54
4325,"2015-03-02",35
14185,"2015-03-02",68
12301,"2015-03-02",38
16114,"2015-03-02",28
18878,"2015-03-02",31
12175,"2015-03-02",42
12306,"2015-03-02",69
1472,"2015-03-02",39
1150,"2015-03-02",10
5460,"2015-03-02",43
11828,"2015-03-02",45
8919,"2015-03-02",12
14413,"2015-03-02",99
14193,"2015-03-02",61
14175,"2015-03-02",15
6335,"2015-03-02",26
11164,"2015-03-02",62
12897,"2015-03-02",52
5585,"2015-03-02",78
14650,"2015-03-02",24
6239,"2015-03-02",48
10518,"2015-03-02",89
12949,"2015-03-02",70
8649,"2015-03-02",73
10235,"2015-03-02",114
4783,"2015-03-02",29
18906,"2015-03-02",57
6504,"2015-03-02",20
17151,"2015-03-02",51
4356,"2015-03-02",25
11740,"2015-03-02",16
13295,"2015-03-02",13
16875,"2015-03-02",74
14354,"2015-03-02",145
13252,"2015-03-02",74
5817,"2015-03-02",62
18821,"2015-03-02",36
5117,"2015-03-02",28
7828,"2015-03-02",50
8720,"2015-03-02",56
1601,"2015-03-02",87
8843,"2015-03-02",16
13028,"2015-03-02",84
6702,"2015-03-02",13
17335,"2015-03-02",25
2924,"2015-03-02",40
17974,"2015-03-02",20
5460,"2015-03-02",71
16091,"2015-03-02",47
6599,"2015-03-02",66
13053,"2015-03-02",55
11836,"2015-03-02",34
1247,"2015-03-02",65
11192,"2015-03-02",76
7634,"2015-03-02",39
11627,"2015-03-02",109
11761,"2015-03-02",25
1635,"2015-03-02",11
16339,"2015-03-02",43
16192,"2015-03-02",59
17644,"2015-03-02",36
1521,"2015-03-02",40
6549,"2015-03-02",22
12035,"2015-03-02",87
18650,"2015-03-02",92
15032,"2015-03-02",65
5324,"2015-03-02",82
4225,"2015-03-02",34
1319,"2015-03-02",59
9974,"2015-03-02",55
13918,"2015-03-02",59
2541,"2015-03-02",97
11581,"2015-03-02",23
4239,"2015-03-02",70
11269,"2015-03-02",30
7391,"2015-03-02",61
19426,"2015-03-02",40
14483,"2015-03-02",87
242,"2015-03-02",34
4144,"2015-03-02",28
19726,"2015-03-02",18
14143,"2015-03-02",43
9420,"2015-03-02",27
15584,"2015-03-02",76
8372,"2015-03-02",21
17274,"2015-03-02",73
9520,"2015-03-02",57
9260,"2015-03-02",47
10569,"2015-03-02",40
19250,"2015-03-02",78
9796,"2015-03-02",18
9229,"2015-03-02",82
8046,"2015-03-02",50
6877,"2015-03-02",81
18827,"2015-03-02",48
12831,"2015-03-02",41
6899,"2015-03-02",66
7682,"2015-03-02",28
19458,"2015-03-02",41
137,"2015-03-02",71
8695,"2015-03-02",22
16152,"2015-03-02",69
2967,"2015-03-02",27
15237,"2015-03-02",50
13832,"2015-03-02",26
10958,"2015-03-02",46
13458,"2015-03-02",32
11287,"2015-03-02",18
8945,"2015-03-02",26
11586,"2015-03-02",35
5734,"2015-03-02",40
13617,"2015-03-02",68
16021,"2015-03-02",16
15453,"2015-03-02",87
16392,"2015-03-02",92
2384,"2015-03-02",77
15740,"2015-03-02",83
7300,"2015-03-02",61
6067,"2015-03-02",106
14801,"2015-03-02",50
17608,"2015-03-02",43
3945,"2015-03-02",46
16586,"2015-03-02",53
6847,"2015-03-02",69
15066,"2015-03-02",77
11387,"2015-03-02",87
2554,"2015-03-02",16
4964,"2015-03-02",32
1721,"2015-03-02",40
11835,"2015-03-02",51
16145,"2015-03-02",54
14926,"2015-03-02",64
3713,"2015-03-02",97
1350,"2015-03-02",53
7849,"2015-03-02",60
15628,"2015-03-02",65
5511,"2015-03-02",99
7797,"2015-03-02",50
15966,"2015-03-02",68
1389,"2015-03-02",22
7115,"2015-03-02",56
15280,"2015-03-02",90
7413,"2015-03-02",86
8904,"2015-03-02",58
664,"2015-03-02",51
11075,"2015-03-02",17
615,"2015-03-02",100
3461,"2015-03-02",13
2631,"2015-03-02",59
2085,"2015-03-02",21
17789,"2015-03-02",57
6607,"2015-03-02",60
5173,"2015-03-02",85
8451,"2015-03-02",28
8485,"2015-03-02",65
7563,"2015-03-02",47
16965,"2015-03-02",82
12179,"2015-03-02",25
14408,"2015-03-02",65
18316,"2015-03-02",93
9434,"2015-03-02",24
1013,"2015-03-02",37
5654,"2015-03-02",42
5949,"2015-03-02",94
459,"2015-03-03",39
19443,"2015-03-03",89
8103,"2015-03-03",30
15678,"2015-03-03",49
19195,"2015-03-03",61
14580,"2015-03-03",19
9494,"2015-03-03",87
16061,"2015-03-03",29
5955,"2015-03-03",52
13102,"2015-03-03",80
19907,"2015-03-03",66
18411,"2015-03-03",60
11408,"2015-03-03",86
10862,"2015-03-03",66
8722,"2015-03-03",19
2168,"2015-03-03",68
9211,"2015-03-03",40
12949,"2015-03-03",27
4553,"2015-03-03",58
17830,"2015-03-03",71
6950,"2015-03-03",32
13312,"2015-03-03",57
8603,"2015-03-03",37
5642,"2015-03-03",55
10452,"2015-03-03",61
16618,"2015-03-03",79
4128,"2015-03-03",66
2971,"2015-03-03",25
2692,"2015-03-03",71
8928,"2015-03-03",45
17888,"2015-03-03",95
9992,"2015-03-03",71
10487,"2015-03-03",55
3862,"2015-03-03",45
10917,"2015-03-03",46
12843,"2015-03-03",11
3944,"2015-03-03",55
16029,"2015-03-03",43
7386,"2015-03-03",26
13519,"2015-03-03",80
1879,"2015-03-03",139
1336,"2015-03-03",94
6000,"2015-03-03",56
16523,"2015-03-03",84
3747,"2015-03-03",31
5640,"2015-03-03",43
10234,"2015-03-03",80
15584,"2015-03-03",66
13214,"2015-03-03",80
10562,"2015-03-03",28
5626,"2015-03-03",36
17895,"2015-03-03",58
7892,"2015-03-03",49
5986,"2015-03-03",50
17316,"2015-03-03",60
6450,"2015-03-03",24
12237,"2015-03-03",76
18418,"2015-03-03",75
14144,"2015-03-03",30
6717,"2015-03-03",63
19550,"2015-03-03",49
15945,"2015-03-03",20
15080,"2015-03-03",42
7809,"2015-03-03",71
8318,"2015-03-03",58
17282,"2015-03-03",11
3228,"2015-03-03",91
5057,"2015-03-03",50
19325,"2015-03-03",31
12199,"2015-03-03",53
2963,"2015-03-03",33
15595,"2015-03-03",43
8325,"2015-03-03",92
8614,"2015-03-03",50
2239,"2015-03-03",55
12130,"2015-03-03",65
3654,"2015-03-03",65
9607,"2015-03-03",118
15874,"2015-03-03",55
8375,"2015-03-03",39
4175,"2015-03-03",52
597,"2015-03-03",63
11537,"2015-03-03",40
5932,"2015-03-03",51
12105,"2015-03-03",72
3990,"2015-03-03",67
2860,"2015-03-03",16
19784,"2015-03-03",44
11334,"2015-03-03",23
490,"2015-03-03",67
11349,"2015-03-03",49
6707,"2015-03-03",28
932,"2015-03-03",31
15191,"2015-03-03",77
17290,"2015-03-03",79
7682,"2015-03-03",54
11847,"2015-03-03",70
4689,"2015-03-03",18
19799,"2015-03-03",47
5058,"2015-03-03",104
6971,"2015-03-03",25
239,"2015-03-03",11
15940,"2015-03-03",83
259,"2015-03-03",27
6154,"2015-03-03",54
12867,"2015-03-03",18
10679,"2015-03-03",63
8411,"2015-03-03",31
8972,"2015-03-03",43
7055,"2015-03-03",83
12146,"2015-03-03",88
10649,"2015-03-03",101
530,"2015-03-03",84
1973,"2015-03-03",58
2269,"2015-03-03",142
5875,"2015-03-03",22
3556,"2015-03-03",90
1113,"2015-03-03",36
8407,"2015-03-03",16
4820,"2015-03-03",70
4167,"2015-03-03",11
10011,"2015-03-03",73
11178,"2015-03-03",93
5432,"2015-03-03",49
18342,"2015-03-03",26
8253,"2015-03-03",49
11368,"2015-03-03",10
2412,"2015-03-03",18
8159,"2015-03-03",89
4958,"2015-03-03",71
7318,"2015-03-03",72
15675,"2015-03-03",88
7952,"2015-03-03",20
14843,"2015-03-03",43
4599,"2015-03-03",69
15194,"2015-03-03",46
6240,"2015-03-03",54
17355,"2015-03-03",63
13137,"2015-03-03",63
28,"2015-03-03",33
7965,"2015-03-03",84
2969,"2015-03-03",65
2743,"2015-03-03",101
6332,"2015-03-03",90
12761,"2015-03-03",33
2063,"2015-03-03",34
13345,"2015-03-03",30
6310,"2015-03-03",75
9208,"2015-03-03",99
10979,"2015-03-03",61
15343,"2015-03-03",57
2053,"2015-03-03",72
1503,"2015-03-03",25
16757,"2015-03-03",44
11880,"2015-03-03",22
18644,"2015-03-03",36
2656,"2015-03-03",30
16815,"2015-03-03",57
19977,"2015-03-03",35
17759,"2015-03-03",112
5553,"2015-03-03",26
16620,"2015-03-03",51
2656,"2015-03-03",52
3241,"2015-03-03",17
14135,"2015-03-03",35
7173,"2015-03-03",55
7873,"2015-03-03",58
625,"2015-03-03",55
13042,"2015-03-03",22
10070,"2015-03-03",44
7753,"2015-03-03",79
11491,"2015-03-03",111
7579,"2015-03-03",67
11911,"2015-03-03",71
4322,"2015-03-03",32
10227,"2015-03-03",93
3326,"2015-03-03",83
11869,"2015-03-03",62
10674,"2015-03-03",75
571,"2015-03-03",39
17535,"2015-03-03",76
12132,"2015-03-03",48
7970,"2015-03-03",46
13758,"2015-03-03",75
14166,"2015-03-03",52
12764,"2015-03-03",53
16875,"2015-03-03",37
19824,"2015-03-03",10
15909,"2015-03-03",30
18523,"2015-03-03",21
4816,"2015-03-03",34
1894,"2015-03-03",47
4475,"2015-03-03",67
1394,"2015-03-03",104
18722,"2015-03-03",42
14076,"2015-03-03",52
3987,"2015-03-03",59
14058,"2015-03-03",16
2042,"2015-03-03",64
10198,"2015-03-03",86
7803,"2015-03-03",20
12762,"2015-03-03",40
19676,"2015-03-03",93
1320,"2015-03-03",42
10471,"2015-03-03",55
17854,"2015-03-03",67
10643,"2015-03-03",53
19160,"2015-03-03",49
13308,"2015-03-03",58
9670,"2015-03-03",58
1558,"2015-03-03",39
15403,"2015-03-03",42
9482,"2015-03-03",10
55,"2015-03-03",62
9034,"2015-03-03",49
19507,"2015-03-03",86
18533,"2015-03-03",35
7341,"2015-03-03",28
19553,"2015-03-03",76
9349,"2015-03-03",33
16600,"2015-03-03",29
11318,"2015-03-03",28
13764,"2015-03-03",25
4575,"2015-03-03",64
16380,"2015-03-03",88
8717,"2015-03-03",18
13023,"2015-03-03",18
4321,"2015-03-03",59
12055,"2015-03-03",24
16001,"2015-03-03",73
15494,"2015-03-03",41
6377,"2015-03-03",54
9206,"2015-03-03",61
11376,"2015-03-03",33
12085,"2015-03-03",68
12213,"2015-03-03",47
1140,"2015-03-03",52
10360,"2015-03-03",46
13116,"2015-03-03",17
7841,"2015-03-03",41
18503,"2015-03-03",81
1457,"2015-03-03",57
17975,"2015-03-03",25
7596,"2015-03-03",96
10313,"2015-03-03",28
19815,"2015-03-03",75
6594,"2015-03-03",85
2826,"2015-03-03",39
8210,"2015-03-03",40
16036,"2015-03-03",16
17215,"2015-03-03",68
12356,"2015-03-03",91
7641,"2015-03-03",59
13649,"2015-03-03",33
2313,"2015-03-03",42
17532,"2015-03-03",40
19623,"2015-03-03",59
19337,"2015-03-03",48
4052,"2015-03-03",88
12163,"2015-03-03",73
16538,"2015-03-03",23
454,"2015-03-03",85
15423,"2015-03-03",76
3793,"2015-03-03",49
17924,"2015-03-03",35
7250,"2015-03-03",79
920,"2015-03-03",13
19868,"2015-03-03",34
13239,"2015-03-03",101
9102,"2015-03-03",40
18714,"2015-03-03",46
789,"2015-03-03",47
9300,"2015-03-03",106
2685,"2015-03-03",54
18424,"2015-03-03",74
10114,"2015-03-03",26
6237,"2015-03-03",90
1838,"2015-03-03",19
723,"2015-03-03",32
12371,"2015-03-03",48
8892,"2015-03-03",37
758,"2015-03-03",52
4595,"2015-03-03",60
19259,"2015-03-03",40
13371,"2015-03-03",47
2405,"2015-03-03",61
10101,"2015-03-03",42
17882,"2015-03-03",69
2918,"2015-03-03",54
5243,"2015-03-03",85
7376,"2015-03-03",38
6523,"2015-03-03",12
6579,"2015-03-03",102
17221,"2015-03-03",98
10393,"2015-03-03",80
1446,"2015-03-03",72
17855,"2015-03-03",70
18618,"2015-03-03",64
16359,"2015-03-03",18
14012,"2015-03-03",131
11073,"2015-03-03",69
6591,"2015-03-03",53
11725,"2015-03-03",79
16301,"2015-03-03",40
187,"2015-03-03",58
702,"2015-03-03",26
18227,"2015-03-03",82
16992,"2015-03-03",46
4638,"2015-03-03",20
12537,"2015-03-03",91
5627,"2015-03-03",79
6601,"2015-03-03",43
9313,"2015-03-03",100
10834,"2015-03-03",44
10302,"2015-03-03",67
14030,"2015-03-03",118
12056,"2015-03-03",30
14631,"2015-03-03",80
6264,"2015-03-03",28
19825,"2015-03-03",81
7363,"2015-03-03",51
10057,"2015-03-03",76
18294,"2015-03-03",89
1829,"2015-03-03",128
5160,"2015-03-03",82
17414,"2015-03-03",122
6435,"2015-03-03",14
14474,"2015-03-03",47
2944,"2015-03-03",112
18695,"2015-03-03",43
1377,"2015-03-03",90
4660,"2015-03-03",82
15114,"2015-03-03",62
6868,"2015-03-03",61
14100,"2015-03-03",32
15489,"2015-03-03",45
1065,"2015-03-03",72
5421,"2015-03-03",49
19872,"2015-03-03",37
1952,"2015-03-03",19
6343,"2015-03-03",65
9971,"2015-03-03",65
11979,"2015-03-03",84
18203,"2015-03-03",122
3161,"2015-03-03",61
10937,"2015-03-04",40
12907,"2015-03-04",56
17658,"2015-03-04",45
6272,"2015-03-04",80
8824,"2015-03-04",18
4783,"2015-03-04",114
8503,"2015-03-04",79
5727,"2015-03-04",74
6749,"2015-03-04",99
4311,"2015-03-04",49
3853,"2015-03-04",71
15703,"2015-03-04",58
18905,"2015-03-04",35
17751,"2015-03-04",65
9515,"2015-03-04",46
14943,"2015-03-04",47
16383,"2015-03-04",110
3594,"2015-03-04",77
17627,"2015-03-04",75
10227,"2015-03-04",80
16177,"2015-03-04",59
8516,"2015-03-04",62
4820,"2015-03-04",66
11083,"2015-03-04",11
3931,"2015-03-04",31
1175,"2015-03-04",65
7015,"2015-03-04",53
19613,"2015-03-04",36
1780,"2015-03-04",22
8890,"2015-03-04",41
6709,"2015-03-04",52
1124,"2015-03-04",64
11438,"2015-03-04",73
12945,"2015-03-04",26
8440,"2015-03-04",47
9807,"2015-03-04",57
8535,"2015-03-04",84
15312,"2015-03-04",47
15904,"2015-03-04",62
7650,"2015-03-04",59
10325,"2015-03-04",38
7622,"2015-03-04",11
3882,"2015-03-04",61
15493,"2015-03-04",85
10487,"2015-03-04",41
3108,"2015-03-04",28
8509,"2015-03-04",54
19072,"2015-03-04",44
7455,"2015-03-04",62
10367,"2015-03-04",56
3197,"2015-03-04",96
14088,"2015-03-04",49
8606,"2015-03-04",43
9545,"2015-03-04",56
9263,"2015-03-04",26
10266,"2015-03-04",64
4543,"2015-03-04",73
1615,"2015-03-04",45
9728,"2015-03-04",24
13869,"2015-03-04",59
14610,"2015-03-04",69
7800,"2015-03-04",51
18381,"2015-03-04",49
19908,"2015-03-04",47
18552,"2015-03-04",39
7553,"2015-03-04",31
10307,"2015-03-04",127
4062,"2015-03-04",75
4538,"2015-03-04",23
2444,"2015-03-04",44
4074,"2015-03-04",28
10256,"2015-03-04",55
8914,"2015-03-04",19
4463,"2015-03-04",27
14855,"2015-03-04",75
5343,"2015-03-04",35
6998,"2015-03-04",84
5430,"2015-03-04",131
660,"2015-03-04",96
12341,"2015-03-04",86
8535,"2015-03-04",97
16822,"2015-03-04",143
9262,"2015-03-04",36
7098,"2015-03-04",44
19880,"2015-03-04",36
