"user_id","date"
629,2015-01-06 01:14:27
1018,2015-01-06 01:15:35
1967,2015-01-06 01:16:13
1387,2015-01-06 01:24:50
582,2015-01-06 02:51:31
865,2015-01-06 04:15:33
190,2015-01-06 04:42:56
1234,2015-01-06 04:46:55
1183,2015-01-06 05:22:32
1103,2015-01-06 07:06:49
616,2015-01-06 07:11:16
1264,2015-01-06 07:51:21
1925,2015-01-06 09:27:46
275,2015-01-06 09:53:00
1062,2015-01-06 10:55:12
1797,2015-01-06 11:06:25
823,2015-01-06 11:44:08
1393,2015-01-06 11:44:29
1643,2015-01-06 11:45:54
875,2015-01-06 12:19:59
1088,2015-01-06 12:58:36
1277,2015-01-06 13:33:28
1479,2015-01-06 13:41:34
602,2015-01-06 14:37:14
1339,2015-01-06 14:37:51
176,2015-01-06 16:00:25
190,2015-01-06 16:00:55
1231,2015-01-06 16:53:51
1726,2015-01-06 17:14:17
1565,2015-01-06 18:50:35
1005,2015-01-06 19:07:44
1071,2015-01-06 20:28:45
690,2015-01-06 20:39:27
1218,2015-01-06 22:30:56
1987,2015-01-06 22:40:57
1237,2015-01-07 00:35:23
1038,2015-01-07 00:38:05
1377,2015-01-07 01:14:45
248,2015-01-07 02:37:56
1659,2015-01-07 03:01:29
676,2015-01-07 03:28:25
1280,2015-01-07 03:54:29
93,2015-01-07 05:15:53
958,2015-01-07 05:17:43
112,2015-01-07 05:39:17
1370,2015-01-07 06:04:27
917,2015-01-07 07:02:11
1082,2015-01-07 07:17:55
1310,2015-01-07 07:36:28
1044,2015-01-07 07:46:40
1344,2015-01-07 08:29:46
1314,2015-01-07 08:56:18
207,2015-01-07 09:14:46
744,2015-01-07 09:21:34
348,2015-01-07 09:43:47
987,2015-01-07 10:03:37
1929,2015-01-07 10:20:09
517,2015-01-07 10:24:00
932,2015-01-07 10:40:48
229,2015-01-07 11:43:15
1481,2015-01-07 11:47:57
1961,2015-01-07 12:36:56
1889,2015-01-07 12:54:59
141,2015-01-07 12:56:26
461,2015-01-07 13:00:36
109,2015-01-07 13:14:13
1910,2015-01-07 13:18:09
1748,2015-01-07 15:00:14
204,2015-01-07 15:44:23
1869,2015-01-07 15:46:49
768,2015-01-07 15:47:22
1348,2015-01-07 17:15:43
771,2015-01-07 17:18:25
1407,2015-01-07 17:19:24
1102,2015-01-07 17:20:04
429,2015-01-07 17:24:43
1686,2015-01-07 17:25:25
437,2015-01-07 17:27:19
1826,2015-01-07 17:37:07
448,2015-01-07 17:42:38
1174,2015-01-07 18:16:43
1286,2015-01-07 18:23:36
1481,2015-01-07 18:33:52
235,2015-01-07 18:43:02
1863,2015-01-07 18:53:54
315,2015-01-07 19:03:50
1233,2015-01-07 19:19:32
654,2015-01-07 19:38:37
1958,2015-01-07 20:05:56
24,2015-01-07 20:28:34
858,2015-01-07 21:07:25
97,2015-01-07 22:44:49
885,2015-01-07 22:45:44
199,2015-01-07 23:14:18
230,2015-01-07 23:36:13
1266,2015-01-07 23:42:46
157,2015-01-08 00:10:35
63,2015-01-08 01:06:49
1913,2015-01-08 01:30:43
1381,2015-01-08 01:53:52
1409,2015-01-08 01:54:09
1042,2015-01-08 02:32:30
869,2015-01-08 02:32:47
212,2015-01-08 03:45:47
879,2015-01-08 03:57:39
190,2015-01-08 04:16:44
1162,2015-01-08 04:46:32
273,2015-01-08 04:59:30
568,2015-01-08 05:06:40
856,2015-01-08 05:19:11
1498,2015-01-08 05:24:16
61,2015-01-08 05:40:49
12,2015-01-08 06:27:50
267,2015-01-08 06:59:53
1398,2015-01-08 08:28:53
1585,2015-01-08 08:30:52
1071,2015-01-08 08:31:49
2,2015-01-08 09:05:29
1437,2015-01-08 09:05:34
1097,2015-01-08 09:20:35
1567,2015-01-08 09:21:16
1352,2015-01-08 09:26:35
622,2015-01-08 10:29:15
132,2015-01-08 10:29:52
560,2015-01-08 10:48:08
1185,2015-01-08 10:53:42
1923,2015-01-08 10:58:39
1033,2015-01-08 10:59:41
74,2015-01-08 11:08:58
375,2015-01-08 11:31:37
919,2015-01-08 11:32:09
397,2015-01-08 13:15:44
1921,2015-01-08 14:24:59
715,2015-01-08 14:30:55
1764,2015-01-08 15:26:55
871,2015-01-08 16:32:42
1524,2015-01-08 16:40:57
502,2015-01-08 17:15:43
1644,2015-01-08 18:16:33
146,2015-01-08 18:40:14
32,2015-01-08 19:14:04
1638,2015-01-08 19:15:22
1489,2015-01-08 19:21:47
322,2015-01-08 20:22:20
630,2015-01-08 20:30:30
581,2015-01-08 21:28:20
1285,2015-01-08 21:28:57
1111,2015-01-08 21:53:18
720,2015-01-08 22:24:56
1637,2015-01-08 23:11:13
241,2015-01-08 23:14:25
493,2015-01-08 23:34:29
73,2015-01-08 23:37:02
1317,2015-01-08 23:56:13
39,2015-01-09 00:23:53
703,2015-01-09 00:32:06
1150,2015-01-09 01:35:09
1531,2015-01-09 01:53:08
133,2015-01-09 02:30:41
737,2015-01-09 02:34:47
856,2015-01-09 02:35:28
1923,2015-01-09 03:41:16
695,2015-01-09 04:06:31
12,2015-01-09 04:12:31
973,2015-01-09 04:48:25
1794,2015-01-09 05:04:34
543,2015-01-09 05:05:26
1357,2015-01-09 05:35:06
1110,2015-01-09 05:37:21
617,2015-01-09 05:54:10
35,2015-01-09 06:03:24
1157,2015-01-09 06:30:35
891,2015-01-09 06:42:05
306,2015-01-09 06:58:37
295,2015-01-09 07:37:50
905,2015-01-09 08:14:24
160,2015-01-09 08:21:33
1599,2015-01-09 08:37:10
1822,2015-01-09 08:46:37
1799,2015-01-09 09:19:19
1311,2015-01-09 09:20:06
197,2015-01-09 10:18:32
450,2015-01-09 10:23:04
255,2015-01-09 10:30:31
858,2015-01-09 11:17:46
1242,2015-01-09 11:39:06
545,2015-01-09 11:56:38
355,2015-01-09 12:15:03
437,2015-01-09 12:52:38
1147,2015-01-09 13:18:14
1598,2015-01-09 13:53:21
1494,2015-01-09 14:11:51
61,2015-01-09 14:31:03
773,2015-01-09 15:10:36
1749,2015-01-09 15:44:10
536,2015-01-09 17:23:34
137,2015-01-09 17:28:46
1207,2015-01-09 17:57:50
1502,2015-01-09 18:07:38
1195,2015-01-09 18:21:54
1713,2015-01-09 18:44:01
490,2015-01-09 18:49:01
776,2015-01-09 19:03:02
339,2015-01-09 19:06:54
796,2015-01-09 19:12:01
1561,2015-01-09 19:17:04
204,2015-01-09 19:31:36
1049,2015-01-09 19:52:39
1391,2015-01-09 20:01:21
102,2015-01-09 20:02:27
355,2015-01-09 20:05:38
1302,2015-01-09 20:35:01
971,2015-01-09 21:15:29
1377,2015-01-09 21:21:02
1093,2015-01-09 23:39:34
322,2015-01-10 00:29:04
226,2015-01-10 01:03:33
1116,2015-01-10 02:13:03
536,2015-01-10 02:16:38
1005,2015-01-10 02:47:53
1388,2015-01-10 03:13:28
392,2015-01-10 03:20:22
617,2015-01-10 03:29:53
1853,2015-01-10 03:43:29
232,2015-01-10 04:30:15
946,2015-01-10 04:41:07
284,2015-01-10 05:02:31
155,2015-01-10 05:07:47
680,2015-01-10 05:38:28
1834,2015-01-10 05:41:50
555,2015-01-10 06:20:59
263,2015-01-10 06:30:28
1871,2015-01-10 07:39:03
1907,2015-01-10 07:48:54
968,2015-01-10 08:06:27
539,2015-01-10 09:20:47
1926,2015-01-10 09:52:46
694,2015-01-10 10:30:18
175,2015-01-10 10:53:08
1774,2015-01-10 12:00:48
1641,2015-01-10 13:23:36
358,2015-01-10 13:25:48
1273,2015-01-10 13:37:25
1820,2015-01-10 14:03:18
1524,2015-01-10 14:03:36
806,2015-01-10 14:33:34
1031,2015-01-10 14:41:04
1195,2015-01-10 14:46:25
1964,2015-01-10 15:00:46
1665,2015-01-10 15:13:00
878,2015-01-10 15:34:04
1907,2015-01-10 15:55:25
1754,2015-01-10 16:24:58
1184,2015-01-10 16:54:19
870,2015-01-10 16:59:40
574,2015-01-10 17:23:19
537,2015-01-10 17:28:16
302,2015-01-10 17:34:06
1399,2015-01-10 17:49:41
562,2015-01-10 17:50:52
600,2015-01-10 18:03:41
1717,2015-01-10 18:18:55
734,2015-01-10 18:34:44
793,2015-01-10 19:17:06
503,2015-01-10 20:32:07
598,2015-01-10 20:40:30
1776,2015-01-10 21:11:58
439,2015-01-10 21:26:08
847,2015-01-10 21:50:40
962,2015-01-10 22:50:55
597,2015-01-10 23:13:10
1484,2015-01-11 00:26:04
1423,2015-01-11 00:51:25
1457,2015-01-11 00:52:32
189,2015-01-11 01:09:52
1023,2015-01-11 01:49:32
1798,2015-01-11 02:11:04
90,2015-01-11 03:33:00
391,2015-01-11 03:35:56
1669,2015-01-11 04:12:06
920,2015-01-11 04:28:28
788,2015-01-11 04:39:05
156,2015-01-11 04:59:11
783,2015-01-11 05:12:56
1926,2015-01-11 05:27:24
1040,2015-01-11 06:04:49
1155,2015-01-11 07:39:31
1126,2015-01-11 08:34:50
129,2015-01-11 09:23:02
858,2015-01-11 09:57:51
1942,2015-01-11 09:58:19
169,2015-01-11 10:06:42
262,2015-01-11 10:45:39
171,2015-01-11 10:49:10
709,2015-01-11 11:01:49
838,2015-01-11 11:10:41
950,2015-01-11 12:12:01
1334,2015-01-11 13:49:44
624,2015-01-11 13:57:24
1761,2015-01-11 14:06:26
733,2015-01-11 14:22:07
1128,2015-01-11 14:22:28
1956,2015-01-11 14:37:57
1718,2015-01-11 15:13:56
1581,2015-01-11 15:37:46
608,2015-01-11 15:57:17
1419,2015-01-11 16:06:59
768,2015-01-11 16:32:51
1891,2015-01-11 16:52:25
151,2015-01-11 17:00:01
450,2015-01-11 17:07:43
1783,2015-01-11 18:11:17
1306,2015-01-11 18:16:34
172,2015-01-11 18:25:00
715,2015-01-11 18:37:43
298,2015-01-11 18:43:02
730,2015-01-11 19:43:40
1102,2015-01-11 19:50:50
1162,2015-01-11 19:54:12
131,2015-01-11 20:10:39
1572,2015-01-11 20:27:45
1265,2015-01-11 21:22:57
1474,2015-01-11 21:35:03
440,2015-01-11 22:05:05
1605,2015-01-11 22:24:57
216,2015-01-11 23:07:35
523,2015-01-12 01:30:00
1960,2015-01-12 02:01:32
684,2015-01-12 02:02:27
1115,2015-01-12 02:26:43
1882,2015-01-12 02:37:57
1760,2015-01-12 03:01:34
263,2015-01-12 03:03:06
1796,2015-01-12 03:14:20
1463,2015-01-12 03:26:57
1147,2015-01-12 03:48:30
262,2015-01-12 04:24:17
747,2015-01-12 05:53:35
177,2015-01-12 06:34:11
99,2015-01-12 06:47:15
1375,2015-01-12 06:54:55
1495,2015-01-12 07:53:58
112,2015-01-12 08:29:02
528,2015-01-12 08:32:10
603,2015-01-12 10:45:02
469,2015-01-12 10:49:12
1518,2015-01-12 11:09:26
1258,2015-01-12 11:35:49
1880,2015-01-12 11:52:27
142,2015-01-12 12:26:50
983,2015-01-12 12:45:22
843,2015-01-12 12:51:27
107,2015-01-12 13:12:24
1570,2015-01-12 13:28:56
245,2015-01-12 13:42:56
1906,2015-01-12 14:10:56
749,2015-01-12 14:34:56
15,2015-01-12 14:39:42
1279,2015-01-12 15:02:14
1610,2015-01-12 15:46:02
1277,2015-01-12 15:47:54
1221,2015-01-12 16:16:44
815,2015-01-12 16:22:29
1278,2015-01-12 16:44:18
690,2015-01-12 16:56:52
795,2015-01-12 17:02:37
1878,2015-01-12 17:05:59
1558,2015-01-12 17:29:31
445,2015-01-12 17:32:56
414,2015-01-12 18:44:24
295,2015-01-12 19:20:11
385,2015-01-12 20:58:56
1115,2015-01-12 21:01:08
333,2015-01-12 21:24:36
865,2015-01-12 21:31:49
273,2015-01-12 21:58:39
1319,2015-01-12 22:32:02
1338,2015-01-12 22:57:26
807,2015-01-12 23:26:03
1084,2015-01-12 23:40:12
1788,2015-01-13 00:00:27
1647,2015-01-13 00:07:24
1117,2015-01-13 01:34:32
1692,2015-01-13 01:41:46
447,2015-01-13 01:44:55
1076,2015-01-13 02:01:22
590,2015-01-13 02:37:14
305,2015-01-13 02:57:32
163,2015-01-13 04:47:50
999,2015-01-13 05:36:03
1793,2015-01-13 05:55:23
1349,2015-01-13 06:18:28
1363,2015-01-13 06:51:14
1529,2015-01-13 07:00:56
550,2015-01-13 07:10:04
614,2015-01-13 07:18:58
954,2015-01-13 07:24:46
1564,2015-01-13 08:04:05
206,2015-01-13 08:12:26
574,2015-01-13 08:45:57
39,2015-01-13 09:32:59
859,2015-01-13 10:21:53
1411,2015-01-13 10:35:08
1174,2015-01-13 10:36:16
761,2015-01-13 12:21:04
1830,2015-01-13 12:21:06
477,2015-01-13 12:41:50
1017,2015-01-13 12:47:43
708,2015-01-13 13:48:21
360,2015-01-13 13:52:27
1614,2015-01-13 14:24:49
1492,2015-01-13 14:26:11
724,2015-01-13 14:51:10
607,2015-01-13 15:10:47
1944,2015-01-13 15:29:22
631,2015-01-13 15:42:33
1784,2015-01-13 16:45:59
1381,2015-01-13 17:10:55
1234,2015-01-13 17:37:39
1212,2015-01-13 18:02:11
1839,2015-01-13 18:23:24
1602,2015-01-13 18:57:56
1852,2015-01-13 18:58:11
685,2015-01-13 19:16:39
5,2015-01-13 20:00:57
1779,2015-01-13 20:02:12
434,2015-01-13 20:14:14
1982,2015-01-13 20:50:14
1813,2015-01-13 21:10:47
1732,2015-01-13 21:16:15
222,2015-01-13 22:09:08
1885,2015-01-13 22:31:46
533,2015-01-13 23:28:48
1164,2015-01-14 00:13:22
317,2015-01-14 00:19:34
1254,2015-01-14 00:23:54
906,2015-01-14 00:25:41
988,2015-01-14 00:36:29
1275,2015-01-14 00:45:41
1762,2015-01-14 00:47:45
1319,2015-01-14 01:07:35
1727,2015-01-14 01:18:22
429,2015-01-14 02:58:59
898,2015-01-14 03:02:14
1364,2015-01-14 03:10:25
1412,2015-01-14 03:52:12
1306,2015-01-14 04:00:58
351,2015-01-14 04:22:10
1507,2015-01-14 04:25:43
1553,2015-01-14 05:35:20
908,2015-01-14 05:42:33
1828,2015-01-14 05:46:49
99,2015-01-14 05:57:03
1688,2015-01-14 06:06:50
1781,2015-01-14 06:12:16
896,2015-01-14 06:14:00
1545,2015-01-14 06:18:58
762,2015-01-14 06:46:52
107,2015-01-14 07:09:46
812,2015-01-14 07:11:25
1511,2015-01-14 07:14:10
1178,2015-01-14 07:27:14
1930,2015-01-14 08:10:23
1311,2015-01-14 08:27:47
383,2015-01-14 09:16:09
1997,2015-01-14 10:01:18
555,2015-01-14 10:18:40
1466,2015-01-14 11:29:20
1736,2015-01-14 11:52:49
60,2015-01-14 12:01:04
1790,2015-01-14 13:00:16
1006,2015-01-14 13:04:49
1466,2015-01-14 15:03:43
1259,2015-01-14 15:45:06
1225,2015-01-14 15:54:25
972,2015-01-14 16:00:04
1815,2015-01-14 16:22:05
970,2015-01-14 17:11:17
649,2015-01-14 17:21:10
430,2015-01-14 17:24:33
1663,2015-01-14 18:37:39
1143,2015-01-14 18:46:58
1402,2015-01-14 19:10:17
274,2015-01-14 19:19:57
534,2015-01-14 19:22:33
1668,2015-01-14 19:24:33
408,2015-01-14 19:30:02
502,2015-01-14 20:59:54
232,2015-01-14 21:07:43
1672,2015-01-14 21:26:53
1523,2015-01-14 21:49:07
44,2015-01-14 21:59:54
1801,2015-01-14 23:01:43
1182,2015-01-14 23:07:07
1288,2015-01-14 23:33:13
91,2015-01-14 23:54:34
285,2015-01-15 00:10:30
1071,2015-01-15 00:28:33
955,2015-01-15 00:31:56
1713,2015-01-15 00:50:53
1762,2015-01-15 01:04:36
1745,2015-01-15 01:16:13
172,2015-01-15 01:58:16
1154,2015-01-15 02:26:14
1216,2015-01-15 02:40:43
435,2015-01-15 03:29:18
1538,2015-01-15 04:09:34
1285,2015-01-15 04:12:37
358,2015-01-15 04:49:52
91,2015-01-15 04:56:22
1943,2015-01-15 05:25:42
515,2015-01-15 05:50:13
1112,2015-01-15 06:04:15
1818,2015-01-15 06:24:10
1836,2015-01-15 07:10:04
121,2015-01-15 07:18:23
84,2015-01-15 07:21:26
1798,2015-01-15 08:45:24
1014,2015-01-15 09:02:06
281,2015-01-15 09:57:45
987,2015-01-15 10:08:15
1198,2015-01-15 10:15:23
1357,2015-01-15 10:19:52
1224,2015-01-15 10:35:11
1450,2015-01-15 10:47:38
1446,2015-01-15 10:54:26
1271,2015-01-15 11:19:08
1201,2015-01-15 12:03:13
1728,2015-01-15 12:27:26
4,2015-01-15 12:34:34
1005,2015-01-15 12:34:53
1589,2015-01-15 12:44:26
830,2015-01-15 12:53:10
1637,2015-01-15 13:10:08
346,2015-01-15 14:10:57
1901,2015-01-15 14:17:42
467,2015-01-15 14:23:05
951,2015-01-15 14:40:58
835,2015-01-15 14:53:55
519,2015-01-15 15:57:27
1414,2015-01-15 16:32:04
272,2015-01-15 16:39:57
150,2015-01-15 16:41:26
990,2015-01-15 17:15:42
1272,2015-01-15 18:04:41
1918,2015-01-15 18:17:45
482,2015-01-15 18:46:50
595,2015-01-15 19:09:52
1014,2015-01-15 21:47:45
150,2015-01-15 22:15:15
301,2015-01-15 22:25:32
746,2015-01-15 23:13:50
1285,2015-01-16 00:31:11
865,2015-01-16 00:44:59
1754,2015-01-16 01:25:35
174,2015-01-16 01:46:44
122,2015-01-16 03:19:37
639,2015-01-16 03:41:15
382,2015-01-16 03:42:29
1639,2015-01-16 04:35:20
850,2015-01-16 04:35:26
876,2015-01-16 04:41:36
924,2015-01-16 05:42:40
671,2015-01-16 05:47:00
1578,2015-01-16 08:41:35
562,2015-01-16 08:44:45
1358,2015-01-16 08:56:19
16,2015-01-16 09:36:41
1444,2015-01-16 09:51:33
96,2015-01-16 09:58:26
1899,2015-01-16 11:13:26
1309,2015-01-16 11:24:38
1483,2015-01-16 11:44:37
525,2015-01-16 13:27:51
444,2015-01-16 14:06:40
1972,2015-01-16 14:14:14
1813,2015-01-16 14:26:43
1302,2015-01-16 14:27:36
853,2015-01-16 14:30:33
100,2015-01-16 15:03:21
1151,2015-01-16 15:30:09
1832,2015-01-16 15:35:13
1406,2015-01-16 15:39:02
1913,2015-01-16 15:53:24
218,2015-01-16 16:09:12
39,2015-01-16 17:21:20
394,2015-01-16 17:50:42
1208,2015-01-16 18:20:24
1580,2015-01-16 18:33:13
823,2015-01-16 18:36:45
311,2015-01-16 18:54:17
831,2015-01-16 19:10:36
1516,2015-01-16 19:42:30
1805,2015-01-16 19:50:27
1981,2015-01-16 20:35:45
463,2015-01-16 20:39:06
220,2015-01-16 20:56:55
609,2015-01-16 21:03:59
308,2015-01-16 21:06:18
1900,2015-01-16 21:14:04
155,2015-01-16 21:14:18
718,2015-01-16 21:36:38
594,2015-01-16 22:31:00
1188,2015-01-16 22:39:56
1233,2015-01-16 22:43:19
802,2015-01-16 22:44:42
136,2015-01-16 23:53:25
1534,2015-01-17 00:50:15
564,2015-01-17 01:02:17
1655,2015-01-17 01:03:27
1811,2015-01-17 01:07:36
1011,2015-01-17 01:42:13
246,2015-01-17 02:13:14
1861,2015-01-17 02:57:04
1333,2015-01-17 03:27:32
185,2015-01-17 03:53:45
496,2015-01-17 04:01:18
434,2015-01-17 04:35:31
1795,2015-01-17 04:46:56
1564,2015-01-17 05:37:01
1937,2015-01-17 05:42:40
1767,2015-01-17 05:53:40
1745,2015-01-17 06:06:06
31,2015-01-17 06:14:42
1242,2015-01-17 06:44:58
1729,2015-01-17 06:54:36
351,2015-01-17 06:55:40
388,2015-01-17 07:18:07
1924,2015-01-17 07:42:42
123,2015-01-17 07:50:41
1100,2015-01-17 08:15:14
1069,2015-01-17 08:28:20
1593,2015-01-17 09:13:04
955,2015-01-17 09:25:50
1922,2015-01-17 10:09:38
1546,2015-01-17 10:44:23
