"user_id","page","unix_timestamp"
2522,"home_page",1451619384
9932,"home_page",1451656081
8886,"home_page",1451650847
6265,"home_page",1451637914
7354,"search",1451643560
1636,"home_page",1451614665
2703,"home_page",1451620205
8362,"search",1451648348
3256,"home_page",1451622976
5678,NA,1451634826
5327,"product_page",1451633060
5330,"home_page",1451633068
1921,"home_page",1451616282
2607,"search",1451619816
3727,"home_page",1451625342
7689,"search",1451645253
8944,"home_page",1451651209
6641,"home_page",1451639857
5331,"home_page",1451633105
6044,"search",1451636716
7329,"home_page",1451643421
9131,"home_page",1451652176
1101,"search",1451611769
8668,"search",1451649868
7572,"home_page",1451644809
1354,"home_page",1451613036
7641,"home_page",1451645037
2305,"home_page",1451618294
2959,"home_page",1451621544
8860,"home_page",1451650681
4013,"home_page",1451626817
6740,"payment_page",1451640399
2309,"home_page",1451618315
1975,"home_page",1451616549
9422,"search",1451653538
2667,"home_page",1451620024
3234,"home_page",1451622863
7268,"search",1451643127
7630,"home_page",1451644971
1308,"home_page",1451612744
6374,"home_page",1451638439
9313,"home_page",1451653020
5549,"home_page",1451634127
3176,"home_page",1451622534
9753,"search",1451655160
8233,"search",1451647787
5157,"home_page",1451632229
2245,"home_page",1451617985
8308,"home_page",1451648162
2799,"search",1451620683
9619,"home_page",1451654529
1004,"home_page",1451611220
2399,"home_page",1451618704
208,"home_page",1451607404
3828,"home_page",1451625899
4908,"search",1451631011
7107,"search",1451642265
4555,"home_page",1451629248
9560,"payment_page",1451654258
4281,"home_page",1451628066
5954,"home_page",1451636249
6946,"search",1451641452
7683,"search",1451645232
7343,"home_page",1451643500
7421,"home_page",1451643828
2666,"home_page",1451620018
2052,"search",1451616948
6162,"payment_page",1451637411
9867,"home_page",1451655736
153,"home_page",1451607147
5642,"home_page",1451634596
5905,"search",1451635934
1333,"search",1451612915
3411,"search",1451623733
7157,"search",1451642550
7155,"home_page",1451642542
4611,"search",1451629565
9647,"product_page",1451654683
2214,"search",1451617839
971,"home_page",1451611055
7548,"search",1451644630
9451,"home_page",1451653736
9434,"home_page",1451653616
5185,"home_page",1451632330
7050,"product_page",1451641974
2178,"home_page",1451617598
9653,"home_page",1451654746
9098,"search",1451651970
4958,"search",1451631345
5979,"home_page",1451636367
4676,"search",1451629905
1209,"home_page",1451612243
3001,"home_page",1451621717
6470,"home_page",1451639037
2365,"search",1451618524
899,"home_page",1451610738
2362,"home_page",1451618507
6156,"home_page",1451637350
7556,"search",1451644681
5306,"home_page",1451632969
591,"home_page",1451609289
2090,"search",1451617114
3056,"product_page",1451621968
3537,"home_page",1451624398
5546,"product_page",1451634120
6475,"home_page",1451639046
8784,"home_page",1451650381
6050,"home_page",1451636738
7260,"home_page",1451643065
5617,"home_page",1451634462
5315,"search",1451633001
7966,"payment_page",1451646692
4690,"search",1451629996
8346,"search",1451648298
123,"home_page",1451606939
9887,"home_page",1451655819
5137,"search",1451632136
9672,"product_page",1451654853
7532,"home_page",1451644530
1998,"search",1451616645
1461,"home_page",1451613710
9679,"home_page",1451654866
9300,"product_page",1451652970
3408,"search",1451623727
8425,"home_page",1451648700
5683,"home_page",1451634840
8801,"home_page",1451650435
2508,"home_page",1451619302
1673,"home_page",1451614894
7493,"search",1451644207
9229,"search",1451652597
1742,"search",1451615433
940,"product_page",1451610913
8284,"home_page",1451648027
3597,"search",1451624713
5353,"payment_confirmation_page",1451633234
1583,"home_page",1451614384
6734,"home_page",1451640347
3541,"home_page",1451624417
4370,"home_page",1451628386
5102,"home_page",1451632042
6623,"search",1451639783
1882,"product_page",1451616074
6458,"payment_page",1451638945
3782,"search",1451625695
7236,"search",1451642968
2254,"search",1451618026
3548,"search",1451624469
4788,"product_page",1451630423
1005,"search",1451611235
5783,"search",1451635301
7584,"home_page",1451644833
63,"home_page",1451606622
1319,"home_page",1451612823
2187,"search",1451617675
8236,"home_page",1451647819
8179,"home_page",1451647502
4899,"search",1451630912
9736,"home_page",1451655073
5666,"product_page",1451634762
887,"home_page",1451610704
6657,"search",1451639922
4227,"product_page",1451627808
652,"product_page",1451609525
3599,"home_page",1451624729
8338,"search",1451648239
5266,"payment_page",1451632761
9029,"product_page",1451651650
2228,"home_page",1451617895
3013,"home_page",1451621766
7817,"home_page",1451645952
6769,"payment_page",1451640608
4516,"home_page",1451629070
5792,"home_page",1451635354
6147,"home_page",1451637274
913,"home_page",1451610778
640,"home_page",1451609453
1970,"home_page",1451616538
1680,"home_page",1451614992
5544,"product_page",1451634103
6246,"home_page",1451637838
3838,"home_page",1451625961
554,"home_page",1451609067
4386,"home_page",1451628432
1212,"home_page",1451612251
6710,"home_page",1451640203
5820,"product_page",1451635545
6960,"home_page",1451641550
4364,"home_page",1451628366
4219,"home_page",1451627781
7908,"home_page",1451646456
1017,"home_page",1451611287
6471,"home_page",1451639041
6009,"home_page",1451636510
4715,"home_page",1451630071
3247,"payment_page",1451622935
5373,"home_page",1451633300
1934,"home_page",1451616347
6110,"home_page",1451637035
8177,"payment_confirmation_page",1451647501
8880,"search",1451650811
219,"home_page",1451607427
4532,"search",1451629155
8466,"home_page",1451648822
1521,"home_page",1451614080
8190,"search",1451647544
7208,"search",1451642809
9386,"home_page",1451653372
5762,"home_page",1451635204
7730,"search",1451645489
8390,"home_page",1451648509
5418,"home_page",1451633509
8297,"search",1451648120
3223,"home_page",1451622780
1255,"home_page",1451612423
2004,"search",1451616712
875,"search",1451610656
6864,"product_page",1451641127
5140,"search",1451632181
2124,"search",1451617350
4325,"home_page",1451628192
390,"search",1451608170
4528,"home_page",1451629105
7156,"home_page",1451642544
2400,"payment_confirmation_page",1451618717
7660,"search",1451645122
4393,"home_page",1451628479
2960,"search",1451621548
396,"product_page",1451608223
5448,"search",1451633666
7203,"home_page",1451642794
6210,"search",1451637703
2872,"home_page",1451621041
5538,"search",1451634072
1147,"search",1451611958
7450,"home_page",1451643978
8673,"search",1451649909
8664,"home_page",1451649847
9068,"product_page",1451651835
830,"home_page",1451610371
3851,"search",1451626025
4579,"home_page",1451629362
4946,"home_page",1451631260
5266,"home_page",1451632745
4652,"home_page",1451629753
3813,"home_page",1451625852
6985,"home_page",1451641688
9970,"home_page",1451656227
8490,"home_page",1451648985
2944,"home_page",1451621480
2703,"search",1451620206
5692,"home_page",1451634868
9265,"search",1451652766
2392,"search",1451618642
6369,"home_page",1451638388
5188,"home_page",1451632353
3718,"product_page",1451625320
4594,"home_page",1451629471
8275,"product_page",1451647969
5752,"search",1451635142
243,"search",1451607543
9160,"search",1451652288
2415,"home_page",1451618803
2117,"home_page",1451617339
3172,"home_page",1451622514
5883,"search",1451635857
9783,"home_page",1451655279
7074,"search",1451642093
2107,"product_page",1451617222
6157,"home_page",1451637361
542,"search",1451608965
2001,"search",1451616676
1454,"home_page",1451613665
2541,"home_page",1451619527
1609,"home_page",1451614517
8915,"home_page",1451651029
6037,"home_page",1451636649
994,"home_page",1451611174
3883,"home_page",1451626178
1601,"search",1451614490
4356,"home_page",1451628343
4078,"product_page",1451627071
3426,"home_page",1451623789
1055,"home_page",1451611506
7051,"search",1451641981
7287,"home_page",1451643257
5153,"home_page",1451632210
5847,"home_page",1451635684
4207,"home_page",1451627706
5292,"home_page",1451632931
6161,"product_page",1451637393
5262,"home_page",1451632717
2944,"product_page",1451621491
6687,"product_page",1451640086
5402,"search",1451633428
6015,"home_page",1451636530
9119,"product_page",1451652087
4617,"home_page",1451629583
6821,"product_page",1451640909
6003,"search",1451636469
1404,"home_page",1451613352
973,"home_page",1451611075
124,"home_page",1451606945
5246,"search",1451632644
3063,"home_page",1451622005
4522,"search",1451629089
5507,"home_page",1451633909
3709,"home_page",1451625267
1958,"home_page",1451616429
5977,"search",1451636349
9824,"home_page",1451655546
7613,"home_page",1451644895
786,"home_page",1451610173
8875,"product_page",1451650751
6045,"home_page",1451636720
9420,"home_page",1451653529
553,"home_page",1451609059
1290,"home_page",1451612643
868,"home_page",1451610591
7794,"home_page",1451645824
8877,"home_page",1451650789
357,"search",1451608017
3746,"home_page",1451625473
9701,"home_page",1451654912
7559,"search",1451644697
1460,"search",1451613687
9139,"home_page",1451652210
6511,"home_page",1451639199
1692,"product_page",1451615077
3280,"home_page",1451623067
8777,"home_page",1451650375
4114,"home_page",1451627298
260,"home_page",1451607594
4895,"payment_page",1451630865
3147,"search",1451622426
9754,"search",1451655174
9734,"home_page",1451655064
9359,"product_page",1451653239
9980,"home_page",1451656290
477,"home_page",1451608670
9757,"product_page",1451655197
5296,"home_page",1451632955
2469,"home_page",1451619128
2418,"home_page",1451618816
4143,"search",1451627471
6835,"search",1451640952
1085,"home_page",1451611672
1289,"home_page",1451612631
4933,"home_page",1451631143
2637,"home_page",1451619906
2840,"home_page",1451620926
4312,"home_page",1451628161
4736,"search",1451630141
21,"home_page",1451606480
151,"home_page",1451607125
5261,"search",1451632712
9497,"product_page",1451653947
3552,"payment_page",1451624534
8377,"home_page",1451648443
2411,"product_page",1451618789
8960,"home_page",1451651304
7134,"home_page",1451642391
8918,"home_page",1451651047
7226,"home_page",1451642926
4176,"home_page",1451627566
6524,"home_page",1451639249
9492,"search",1451653927
1009,"home_page",1451611247
3676,"search",1451625090
2249,"payment_page",1451618013
6085,"home_page",1451636886
4274,"home_page",1451628026
4714,"search",1451630066
7278,"home_page",1451643181
3008,"home_page",1451621754
2273,"home_page",1451618099
7930,"home_page",1451646541
4110,"home_page",1451627275
6953,"product_page",1451641496
9918,"home_page",1451655990
3398,"home_page",1451623664
1007,"home_page",1451611240
7762,"home_page",1451645650
7097,"search",1451642227
4490,"search",1451628959
8047,"product_page",1451647006
2247,"home_page",1451617993
4072,"search",1451627035
2868,"home_page",1451621014
826,"home_page",1451610350
8396,"home_page",1451648531
2124,"home_page",1451617347
5356,"search",1451633244
3073,"home_page",1451622070
3925,"search",1451626429
4207,"search",1451627717
6968,"home_page",1451641589
885,"home_page",1451610693
1077,"home_page",1451611596
4604,"home_page",1451629540
6925,"home_page",1451641362
3501,"product_page",1451624195
4208,"home_page",1451627719
2720,"product_page",1451620320
4035,"home_page",1451626909
1329,"product_page",1451612875
1117,"search",1451611841
9245,"home_page",1451652709
4761,"home_page",1451630282
1191,"search",1451612174
8686,"search",1451649961
7657,"home_page",1451645104
9375,"search",1451653332
7753,"home_page",1451645595
6282,"home_page",1451638007
282,"home_page",1451607697
5813,"home_page",1451635477
2307,"home_page",1451618300
811,"home_page",1451610288
1793,"product_page",1451615685
5864,"home_page",1451635757
4469,"home_page",1451628868
1412,"home_page",1451613391
8902,"search",1451650959
3193,"payment_page",1451622630
9314,"home_page",1451653027
7039,"home_page",1451641937
5990,"home_page",1451636423
8128,"home_page",1451647228
6559,"home_page",1451639391
6689,"search",1451640100
9973,"home_page",1451656234
7098,"home_page",1451642230
4,"home_page",1451606407
3303,"home_page",1451623125
6414,"home_page",1451638665
5601,"home_page",1451634414
1315,"home_page",1451612807
8987,"home_page",1451651463
7326,"home_page",1451643393
1039,"search",1451611412
9926,"home_page",1451656067
9746,"search",1451655113
7109,"home_page",1451642270
9978,"home_page",1451656281
9983,"home_page",1451656306
9643,"search",1451654646
4435,"home_page",1451628702
4488,"search",1451628940
9640,"home_page",1451654630
6782,"home_page",1451640680
5677,"home_page",1451634809
7061,"home_page",1451642042
5873,"home_page",1451635775
5999,"home_page",1451636442
3968,"home_page",1451626634
7357,"home_page",1451643575
9821,"home_page",1451655545
3960,"home_page",1451626612
805,"search",1451610253
7388,"search",1451643672
4835,"home_page",1451630565
3877,"search",1451626133
826,"search",1451610354
9887,"product_page",1451655826
2344,"home_page",1451618447
8117,"home_page",1451647210
5068,"search",1451631878
7855,"home_page",1451646215
8338,"payment_confirmation_page",1451648247
5241,"home_page",1451632624
449,"product_page",1451608461
7816,"payment_page",1451645949
4628,"product_page",1451629647
3700,"home_page",1451625236
3,"home_page",1451606402
7140,"home_page",1451642425
3477,"search",1451624047
2829,"search",1451620865
5849,"home_page",1451635692
1386,"home_page",1451613246
5581,"search",1451634318
6777,"search",1451640651
8980,"search",1451651427
2360,"home_page",1451618490
5789,"product_page",1451635337
269,"home_page",1451607650
2547,"home_page",1451619537
9078,"home_page",1451651890
7162,"home_page",1451642558
3564,"home_page",1451624571
2733,"home_page",1451620374
9743,"search",1451655105
7533,"home_page",1451644536
229,"product_page",1451607482
9961,"home_page",1451656185
9826,"search",1451655555
1069,"home_page",1451611570
3795,"home_page",1451625751
8988,"home_page",1451651490
7919,"home_page",1451646505
7291,"home_page",1451643262
7053,"search",1451641992
6761,"home_page",1451640559
4482,"home_page",1451628916
2153,"home_page",1451617487
3474,"search",1451624032
9913,"home_page",1451655940
6200,"home_page",1451637634
4271,"search",1451628003
4155,"home_page",1451627514
9070,"home_page",1451651848
2404,"search",1451618752
9833,"search",1451655632
116,"home_page",1451606909
3829,"home_page",1451625908
8956,"product_page",1451651282
693,"search",1451609670
5272,"home_page",1451632811
5876,"home_page",1451635797
1895,"search",1451616127
8038,"home_page",1451646975
728,"search",1451609873
7217,"search",1451642875
3396,"home_page",1451623661
5745,"home_page",1451635112
2019,"home_page",1451616794
6308,"payment_page",1451638129
711,"search",1451609747
8353,"search",1451648319
6302,"product_page",1451638094
3270,"search",1451623043
6531,"home_page",1451639294
6138,"home_page",1451637232
9050,"home_page",1451651740
1755,"home_page",1451615469
3519,"payment_page",1451624329
136,"search",1451607055
6431,"home_page",1451638779
4875,"home_page",1451630773
6751,"home_page",1451640476
9520,"home_page",1451654012
3104,"home_page",1451622187
8773,"home_page",1451650357
3194,"product_page",1451622641
1717,"home_page",1451615252
8956,"search",1451651278
5040,"home_page",1451631730
2097,"home_page",1451617158
3717,"home_page",1451625297
6980,"home_page",1451641651
8840,"search",1451650607
7227,"home_page",1451642932
4699,"home_page",1451630007
3354,"search",1451623390
8414,"home_page",1451648616
7738,"home_page",1451645526
1731,"home_page",1451615379
1626,"home_page",1451614583
9841,"home_page",1451655649
5663,"home_page",1451634730
8081,"home_page",1451647090
2106,"home_page",1451617200
896,"home_page",1451610726
2565,"home_page",1451619600
5126,"home_page",1451632105
3354,"home_page",1451623386
2831,"home_page",1451620870
3490,"search",1451624152
5726,"home_page",1451635035
4603,"home_page",1451629527
3738,"home_page",1451625428
5053,"home_page",1451631797
1398,"home_page",1451613322
9905,"home_page",1451655893
6317,"home_page",1451638155
645,"search",1451609488
9030,"home_page",1451651654
9459,"search",1451653764
1141,"home_page",1451611917
7684,"home_page",1451645234
6175,"search",1451637466
136,"product_page",1451607057
460,"search",1451608543
5630,"search",1451634546
5819,"home_page",1451635525
7779,"search",1451645740
1634,"search",1451614659
5570,"search",1451634239
9753,"product_page",1451655163
3471,"home_page",1451624011
8002,"search",1451646812
3450,"home_page",1451623892
5338,"payment_confirmation_page",1451633143
875,"home_page",1451610642
5093,"home_page",1451632017
6216,"home_page",1451637747
9981,"home_page",1451656305
3088,"home_page",1451622115
7919,"product_page",1451646512
7943,"home_page",1451646586
4274,"search",1451628035
8896,"search",1451650928
8219,"home_page",1451647706
5356,"home_page",1451633243
6165,"home_page",1451637423
6824,"home_page",1451640920
2885,"home_page",1451621148
5714,"home_page",1451634975
2992,"home_page",1451621686
8278,"home_page",1451647994
6237,"home_page",1451637788
2173,"product_page",1451617569
871,"search",1451610599
4504,"search",1451629036
2039,"home_page",1451616877
8995,"home_page",1451651558
1268,"search",1451612490
4971,"search",1451631405
1495,"search",1451613954
3202,"search",1451622672
6708,"home_page",1451640199
5318,"home_page",1451633023
3690,"home_page",1451625179
2452,"home_page",1451619010
8276,"home_page",1451647990
7803,"home_page",1451645861
5439,"home_page",1451633609
2454,"product_page",1451619058
7781,"home_page",1451645742
6379,"search",1451638461
3224,"search",1451622807
4222,"home_page",1451627797
8646,"search",1451649783
6441,"search",1451638825
7464,"home_page",1451644046
6975,"payment_page",1451641635
7925,"home_page",1451646527
1630,"home_page",1451614611
8757,"home_page",1451650308
1696,"home_page",1451615094
4359,"product_page",1451628357
6545,"home_page",1451639346
7073,"home_page",1451642084
9633,"home_page",1451654576
7779,"home_page",1451645738
3295,"search",1451623111
1660,"search",1451614834
8598,"product_page",1451649561
9750,"search",1451655142
654,"home_page",1451609526
5724,"home_page",1451635034
6555,"home_page",1451639384
3673,"search",1451625064
8159,"search",1451647408
9930,"search",1451656080
7900,"home_page",1451646440
76,"search",1451606657
1454,"search",1451613667
455,"home_page",1451608505
6538,"home_page",1451639316
2713,"home_page",1451620274
7958,"product_page",1451646657
5370,"search",1451633281
3898,"search",1451626299
5301,"home_page",1451632957
6620,"home_page",1451639757
4562,"product_page",1451629294
4305,"search",1451628138
1777,"home_page",1451615612
4205,"home_page",1451627697
9413,"home_page",1451653490
1482,"search",1451613893
6682,"search",1451640058
4036,"home_page",1451626911
8987,"search",1451651475
9317,"home_page",1451653042
6715,"home_page",1451640238
9094,"search",1451651948
5173,"home_page",1451632297
4013,"search",1451626829
2421,"search",1451618838
4218,"search",1451627757
2663,"product_page",1451620016
8636,"search",1451649738
891,"home_page",1451610707
6261,"home_page",1451637896
3613,"search",1451624786
9079,"home_page",1451651892
2636,"home_page",1451619905
9621,"home_page",1451654534
7638,"search",1451645016
4343,"home_page",1451628297
1375,"home_page",1451613177
7825,"search",1451646006
3115,"product_page",1451622242
377,"home_page",1451608105
6861,"home_page",1451641103
6731,"search",1451640332
8765,"search",1451650339
1554,"home_page",1451614228
1883,"home_page",1451616075
2192,"home_page",1451617706
4630,"home_page",1451629651
9449,"home_page",1451653719
4420,"home_page",1451628613
8400,"search",1451648554
9781,"home_page",1451655276
6003,"home_page",1451636452
2135,"search",1451617409
7986,"home_page",1451646759
5571,"search",1451634252
6815,"payment_page",1451640855
213,"home_page",1451607411
9404,"home_page",1451653445
4411,"home_page",1451628557
4002,"search",1451626758
8735,"home_page",1451650223
5052,"home_page",1451631789
9668,"product_page",1451654833
823,"home_page",1451610332
6674,"search",1451640032
4143,"home_page",1451627466
4177,"product_page",1451627586
7923,"home_page",1451646521
6465,"search",1451638980
1688,"home_page",1451615062
5967,"home_page",1451636315
8091,"home_page",1451647129
8239,"search",1451647828
3233,"search",1451622860
960,"home_page",1451611021
2803,"home_page",1451620706
7947,"home_page",1451646592
7112,"search",1451642278
417,"home_page",1451608311
9501,"search",1451653953
3494,"home_page",1451624164
2862,"product_page",1451621003
8674,"home_page",1451649919
7773,"product_page",1451645719
5206,"product_page",1451632466
488,"search",1451608728
1989,"home_page",1451616611
2337,"home_page",1451618411
6370,"search",1451638408
1758,"home_page",1451615470
5944,"home_page",1451636199
8374,"payment_page",1451648439
5153,"search",1451632211
3505,"home_page",1451624241
773,"home_page",1451610130
4911,"search",1451631037
6394,"home_page",1451638536
4028,"home_page",1451626903
4901,"payment_confirmation_page",1451630965
9860,"home_page",1451655725
3867,"search",1451626094
4788,"search",1451630421
3021,"home_page",1451621800
5937,"home_page",1451636133
5500,"search",1451633866
1676,"home_page",1451614931
2830,"home_page",1451620866
821,"search",1451610330
6818,"home_page",1451640877
1400,"home_page",1451613333
6001,"home_page",1451636449
5595,"search",1451634377
8372,"home_page",1451648416
9502,"home_page",1451653954
8346,"home_page",1451648290
8946,"search",1451651228
9003,"search",1451651581
4897,"search",1451630895
130,"search",1451607007
4133,"home_page",1451627428
9473,"home_page",1451653810
6691,"home_page",1451640120
4284,"search",1451628090
1129,"home_page",1451611896
1637,"home_page",1451614677
1428,"home_page",1451613473
2739,"payment_page",1451620404
2262,"product_page",1451618060
3158,"search",1451622448
5825,"search",1451635574
8873,"home_page",1451650742
4462,"home_page",1451628854
6557,"home_page",1451639387
3879,"home_page",1451626148
5886,"home_page",1451635859
2013,"payment_page",1451616781
3158,"product_page",1451622449
7168,"home_page",1451642587
1262,"home_page",1451612440
2284,"home_page",1451618173
313,"home_page",1451607833
3265,"search",1451623023
4305,"home_page",1451628135
1432,"home_page",1451613520
4520,"home_page",1451629073
441,"home_page",1451608438
6147,"search",1451637297
5381,"product_page",1451633340
2027,"home_page",1451616822
1790,"home_page",1451615665
367,"search",1451608063
2821,"home_page",1451620818
1933,"search",1451616345
3593,"home_page",1451624702
7330,"search",1451643442
5896,"home_page",1451635881
4636,"home_page",1451629698
4771,"home_page",1451630325
1530,"home_page",1451614107
9225,"home_page",1451652587
6082,"home_page",1451636868
1904,"home_page",1451616181
8262,"search",1451647914
4124,"home_page",1451627405
4159,"home_page",1451627532
3912,"home_page",1451626354
2833,"home_page",1451620889
1543,"product_page",1451614168
10000,"search",1451656385
8868,"home_page",1451650721
6879,"home_page",1451641199
8083,"search",1451647115
5909,"home_page",1451635971
3328,"home_page",1451623292
6182,"home_page",1451637501
2020,"home_page",1451616808
9260,"home_page",1451652746
6657,"product_page",1451639926
2138,"home_page",1451617413
2585,"home_page",1451619701
9220,"search",1451652580
6302,"search",1451638088
3882,"home_page",1451626155
6277,"home_page",1451637971
3130,"home_page",1451622327
7850,"search",1451646186
