"user_id","transaction_date","transaction_amount"
619797,2015-02-25 04:15:13,36
235437,2015-06-08 23:28:23,43
926655,2015-05-24 02:12:26,57
1384,2015-08-10 08:12:10,38
840485,2015-08-31 01:26:23,50
547261,2015-06-27 07:56:40,45
716566,2015-04-10 08:07:29,43
188785,2015-09-25 05:34:59,60
851994,2015-03-15 22:07:54,40
494928,2015-09-01 15:00:43,51
746489,2015-05-18 05:15:12,47
904048,2015-04-29 03:38:43,48
507109,2015-08-10 05:49:02,49
787081,2015-05-09 12:18:58,68
604628,2015-07-03 03:00:34,58
361135,2015-08-22 04:29:52,48
828833,2015-05-03 09:41:34,68
296829,2015-04-21 02:46:02,56
967349,2015-05-29 12:14:18,60
691896,2015-07-08 13:45:01,38
48636,2015-06-24 04:31:53,42
928672,2015-05-30 02:45:51,68
171658,2015-07-16 00:50:52,80
764542,2015-04-27 22:04:13,39
336400,2015-02-01 03:09:01,54
122407,2015-07-18 06:53:37,47
65516,2015-09-04 17:33:29,45
276604,2015-09-19 18:25:33,48
238505,2015-01-22 14:05:46,54
985463,2015-08-20 18:00:57,30
399709,2015-06-24 18:11:25,39
418126,2015-04-26 09:20:50,53
229701,2015-09-14 06:34:48,74
982651,2015-09-06 10:29:02,47
641468,2015-09-19 17:55:38,66
897189,2015-03-19 07:37:09,43
685668,2015-03-02 04:45:47,64
507893,2015-09-12 15:57:59,43
632500,2015-09-05 17:11:47,55
786572,2015-03-10 04:18:55,61
930863,2015-03-22 05:28:38,48
487640,2015-06-05 10:53:36,39
377338,2015-02-04 17:12:56,70
629342,2015-06-06 16:36:42,40
555000,2015-04-29 15:00:54,62
490939,2015-02-13 16:57:38,70
373595,2015-09-08 08:57:53,48
669632,2015-09-08 16:05:52,58
121909,2015-05-26 01:20:56,46
7302,2015-09-16 17:30:50,53
944326,2015-06-12 08:59:25,47
357086,2015-08-23 20:01:08,61
866093,2015-03-16 18:12:26,75
956342,2015-04-07 21:40:25,42
629116,2015-05-31 13:34:04,38
65516,2015-07-14 19:25:32,57
99225,2015-06-06 12:00:14,44
487813,2015-04-21 09:32:12,43
333159,2015-06-21 10:36:45,25
818061,2015-08-17 00:23:39,57
904669,2015-06-30 09:30:54,47
770831,2015-08-24 04:17:54,60
962396,2015-07-03 15:21:45,52
394779,2015-07-25 04:44:57,57
121049,2015-01-12 17:09:10,61
179544,2015-01-17 18:27:34,69
296288,2015-04-22 09:50:10,54
210513,2015-06-18 16:41:54,58
967349,2015-05-09 02:40:31,42
491279,2015-08-16 01:02:49,64
677182,2015-08-22 01:55:01,51
267504,2015-05-21 22:17:16,45
569959,2015-06-02 14:21:36,47
921463,2015-05-07 13:14:55,54
966936,2015-05-12 23:04:36,36
320450,2015-08-23 16:25:23,41
111939,2015-09-29 12:47:38,48
23424,2015-01-03 20:34:27,47
548330,2015-09-06 03:32:23,50
43719,2015-01-05 15:18:17,34
536520,2015-06-15 20:41:26,53
331879,2015-05-05 16:44:39,35
379691,2015-08-18 02:09:40,41
685187,2015-08-11 14:45:19,55
853448,2015-09-26 01:05:27,48
64404,2015-07-13 04:46:48,40
360647,2015-06-01 06:45:47,47
957460,2015-04-17 00:30:22,58
643731,2015-09-16 06:24:23,44
66414,2015-05-10 00:04:33,66
850839,2015-03-15 15:31:11,59
868792,2015-08-21 14:03:41,59
777626,2015-03-09 05:19:29,39
250676,2015-09-08 05:37:33,48
471159,2015-09-12 10:55:25,65
973863,2015-08-16 11:17:11,41
491386,2015-08-17 21:32:29,39
110321,2015-08-23 03:10:49,53
211385,2015-09-24 16:47:15,42
42531,2015-07-23 19:09:40,58
817139,2015-08-20 21:00:43,48
725544,2015-08-30 01:53:19,47
463552,2015-07-19 16:42:11,56
761459,2015-06-27 21:56:18,40
531912,2015-08-21 04:00:22,64
716051,2015-08-08 01:42:50,61
617785,2015-02-24 22:14:21,40
407485,2015-08-13 23:19:22,47
17576,2015-09-25 01:13:10,34
563213,2015-09-15 00:13:41,74
145626,2015-09-09 08:12:33,58
81604,2015-09-08 13:56:32,58
593094,2015-02-23 12:18:26,37
16627,2015-01-03 06:36:09,74
518035,2015-09-26 05:16:49,52
565054,2015-07-17 02:34:44,40
238523,2015-04-08 13:51:01,40
487640,2015-06-05 23:23:33,63
446532,2015-05-29 12:09:30,30
721766,2015-04-14 03:11:55,57
748718,2015-07-21 16:58:30,36
674662,2015-03-01 10:43:53,71
617963,2015-08-21 08:21:31,73
960051,2015-07-07 19:58:32,56
802552,2015-06-08 10:47:28,62
96492,2015-09-28 05:39:46,67
44334,2015-01-05 18:36:13,41
936465,2015-09-04 04:14:06,48
60237,2015-05-16 00:33:33,28
42928,2015-06-27 01:40:08,68
584904,2015-05-03 18:44:15,64
558206,2015-09-29 06:24:03,61
770831,2015-07-06 10:41:41,48
972417,2015-04-29 19:11:32,59
251158,2015-05-06 09:37:35,45
289450,2015-09-01 04:42:21,40
106468,2015-08-15 06:41:13,46
677948,2015-08-24 16:25:27,57
333610,2015-06-12 12:48:10,58
322293,2015-08-29 13:47:03,52
886569,2015-06-09 11:07:10,32
913241,2015-05-01 21:37:20,48
535987,2015-05-03 07:56:30,52
935625,2015-06-16 02:28:50,44
945041,2015-09-18 06:41:15,55
59531,2015-07-09 08:14:06,44
446532,2015-05-24 03:41:55,51
221914,2015-08-03 15:36:33,50
913042,2015-04-21 09:03:47,34
102595,2015-09-13 16:05:50,61
964372,2015-04-21 10:52:20,41
208254,2015-08-29 04:24:23,57
210513,2015-05-03 14:46:07,56
588646,2015-08-25 17:36:18,57
676359,2015-08-28 17:27:35,57
977210,2015-05-11 08:05:50,71
903061,2015-09-11 16:21:09,44
179371,2015-04-13 05:27:25,34
848986,2015-03-15 10:57:12,42
126629,2015-06-10 06:25:52,53
448117,2015-04-26 18:02:05,43
23027,2015-04-16 20:00:06,66
683849,2015-04-30 02:50:53,32
228978,2015-04-22 16:12:56,54
209611,2015-01-20 13:24:49,60
699451,2015-03-03 05:54:49,50
957133,2015-07-31 19:42:43,57
137495,2015-04-29 19:52:48,55
972417,2015-03-26 10:01:49,51
599940,2015-02-23 18:58:25,61
42127,2015-09-02 05:24:24,60
100206,2015-05-15 12:17:44,38
64495,2015-07-29 02:09:07,60
305114,2015-08-21 12:35:38,67
24069,2015-05-17 04:21:05,42
122407,2015-09-12 00:07:10,52
154396,2015-09-04 22:15:53,59
476896,2015-09-03 16:54:31,52
551049,2015-04-27 15:02:43,49
870669,2015-06-08 21:56:17,65
131503,2015-05-24 20:22:34,52
201222,2015-04-25 03:57:33,29
514995,2015-06-12 22:43:01,48
552622,2015-09-06 11:08:37,39
70818,2015-04-27 17:08:00,33
463832,2015-02-11 07:37:44,46
521684,2015-06-28 02:37:53,56
542876,2015-04-30 00:50:55,57
107155,2015-09-15 06:50:35,35
111097,2015-01-11 23:02:47,40
111939,2015-01-12 00:52:56,67
898510,2015-07-09 16:48:51,38
401178,2015-08-26 09:32:43,43
729654,2015-03-05 11:41:43,33
337655,2015-06-11 17:46:12,72
553071,2015-02-18 21:10:32,32
596299,2015-04-18 16:44:45,70
887618,2015-09-09 12:34:37,36
859019,2015-03-16 11:52:22,50
807828,2015-08-06 02:47:59,33
84875,2015-05-04 09:17:39,63
172117,2015-07-12 22:42:56,45
341464,2015-06-08 08:46:20,55
725019,2015-06-21 21:10:01,62
598177,2015-05-08 04:52:20,57
731716,2015-08-29 23:51:32,38
64554,2015-07-30 17:20:21,36
912978,2015-08-13 09:50:32,34
373946,2015-07-14 19:50:38,43
59351,2015-08-07 21:55:26,54
121049,2015-07-16 17:35:39,45
554494,2015-06-28 12:06:22,53
743334,2015-03-06 18:05:24,51
837876,2015-09-21 18:17:59,70
139919,2015-01-14 08:09:20,60
992265,2015-09-26 15:52:12,43
904669,2015-07-17 21:21:53,66
780165,2015-07-22 08:36:02,54
304580,2015-06-30 17:58:14,49
251529,2015-01-24 10:02:57,36
574542,2015-04-05 09:22:13,44
725544,2015-06-12 02:27:20,60
882731,2015-04-10 18:38:12,65
308852,2015-08-09 12:39:48,67
575560,2015-09-02 12:53:19,51
675339,2015-04-25 20:12:11,32
412710,2015-06-01 09:08:30,49
109113,2015-01-11 22:02:23,59
23410,2015-09-17 14:33:45,53
166186,2015-04-24 08:59:57,33
625699,2015-08-06 11:56:52,50
712342,2015-08-30 08:36:54,51
396524,2015-09-28 08:02:01,44
168494,2015-04-08 22:34:17,48
23424,2015-06-25 00:39:27,36
857954,2015-07-24 08:22:41,54
360773,2015-09-27 13:17:40,52
210240,2015-08-01 05:15:42,34
641468,2015-08-24 02:47:46,41
121049,2015-05-24 19:35:41,65
275209,2015-08-15 14:26:17,73
749144,2015-07-24 04:20:35,45
668233,2015-07-12 20:20:26,51
141364,2015-06-19 07:44:42,57
731884,2015-08-21 13:39:43,61
235437,2015-01-22 07:52:43,24
226053,2015-08-01 22:15:45,40
375439,2015-09-27 08:52:04,41
661463,2015-09-11 17:19:56,38
691007,2015-05-23 14:10:23,39
312472,2015-01-29 20:16:48,22
360773,2015-05-09 21:10:48,51
708582,2015-07-06 06:00:33,45
39201,2015-09-14 13:46:20,51
103405,2015-06-19 22:03:08,48
198382,2015-07-14 16:40:58,52
375439,2015-07-15 10:49:54,58
790738,2015-04-04 17:26:51,57
856213,2015-03-16 07:24:12,46
604772,2015-06-02 05:02:22,42
431464,2015-08-20 03:22:13,51
221338,2015-04-29 00:36:38,46
595613,2015-08-09 03:29:57,44
339423,2015-05-13 03:55:27,49
949398,2015-09-03 16:51:54,52
445251,2015-06-22 07:14:27,44
725019,2015-07-17 21:57:04,52
511328,2015-08-21 04:51:29,48
531920,2015-08-26 21:56:47,55
703423,2015-08-20 04:02:03,47
484404,2015-02-12 23:36:55,42
984140,2015-03-27 20:28:49,50
210240,2015-06-26 14:35:40,70
108607,2015-07-01 02:06:17,55
977433,2015-03-27 06:20:18,33
830619,2015-05-22 15:10:15,54
742392,2015-03-06 13:26:52,59
105955,2015-04-21 21:01:09,53
437523,2015-09-27 11:34:48,46
865477,2015-05-10 01:11:41,40
868612,2015-05-18 21:38:51,37
439487,2015-05-28 18:36:58,45
512661,2015-06-23 10:59:53,18
162244,2015-04-03 05:36:02,64
475536,2015-04-30 04:03:01,54
6564,2015-08-01 15:06:14,48
426141,2015-08-09 02:10:05,50
155080,2015-05-05 11:07:11,55
285897,2015-07-19 14:48:08,46
36047,2015-05-16 04:17:19,54
817474,2015-08-02 03:56:03,56
38353,2015-06-29 06:38:41,49
912740,2015-08-21 10:09:36,48
890354,2015-08-02 18:21:17,31
857954,2015-06-06 15:49:22,48
126629,2015-07-01 21:34:15,67
475260,2015-09-10 08:10:40,53
535871,2015-08-04 07:44:31,26
917815,2015-09-02 10:50:27,48
877605,2015-04-17 01:10:03,37
339423,2015-08-03 23:44:40,49
36047,2015-06-09 20:26:24,47
43719,2015-05-27 19:56:43,36
561631,2015-02-19 14:50:01,56
193275,2015-07-05 23:30:45,56
771066,2015-05-04 16:30:40,43
566084,2015-04-11 17:07:56,51
28407,2015-07-07 14:52:42,42
511328,2015-04-09 22:26:49,60
24027,2015-08-04 14:32:13,50
974296,2015-05-29 20:17:11,40
531252,2015-06-12 21:06:53,45
635268,2015-06-08 15:53:07,55
863685,2015-06-22 07:12:34,46
966936,2015-06-12 18:46:59,55
617963,2015-09-11 02:28:37,53
383178,2015-08-28 19:56:51,57
847229,2015-06-10 17:58:34,76
632991,2015-05-24 19:18:33,73
239048,2015-06-08 09:21:38,44
393267,2015-02-06 05:21:45,52
961757,2015-06-05 07:39:01,48
930183,2015-06-19 12:59:13,40
143747,2015-06-05 19:51:23,75
119838,2015-01-12 15:59:02,53
558859,2015-04-26 19:17:20,49
268070,2015-09-12 23:35:18,64
172393,2015-01-17 05:56:18,32
619,2015-05-20 17:12:13,57
904669,2015-08-08 21:48:09,41
64495,2015-08-31 17:37:04,63
467511,2015-09-21 07:15:55,66
802552,2015-06-14 13:15:09,46
927721,2015-08-14 00:42:18,66
689363,2015-03-02 08:57:21,76
703359,2015-05-30 05:48:34,39
58486,2015-04-13 20:23:12,56
140947,2015-07-18 18:58:47,49
161153,2015-09-11 12:58:01,33
59531,2015-09-08 16:47:29,42
260925,2015-04-09 07:08:57,42
238117,2015-06-21 05:07:09,58
564695,2015-09-04 17:08:05,52
45570,2015-04-30 07:03:02,50
237907,2015-05-12 16:10:05,51
289369,2015-07-15 02:13:26,37
685511,2015-06-04 02:06:25,35
760115,2015-09-15 06:49:31,35
771572,2015-09-23 09:56:08,49
607137,2015-06-21 16:36:26,78
485866,2015-06-10 14:24:31,45
318429,2015-08-04 22:20:55,50
620836,2015-08-08 13:25:44,55
140658,2015-07-15 18:59:29,43
983522,2015-09-16 21:50:47,43
525632,2015-02-16 09:47:21,77
81571,2015-07-30 00:51:11,58
725497,2015-08-20 10:13:47,36
491279,2015-07-22 08:34:38,30
415618,2015-06-09 14:36:49,61
325383,2015-06-19 19:13:27,40
941238,2015-06-28 00:45:44,38
657689,2015-06-12 03:40:23,46
398848,2015-07-11 13:19:46,46
308689,2015-08-05 14:25:18,48
37384,2015-08-10 11:27:53,51
909611,2015-04-11 05:03:33,52
347144,2015-08-11 07:52:09,58
475536,2015-05-28 16:22:52,46
61254,2015-04-04 16:26:14,44
377565,2015-05-23 10:05:04,60
383178,2015-06-07 21:14:48,39
138383,2015-04-28 06:43:48,60
326544,2015-09-06 00:47:49,56
287819,2015-07-09 14:34:05,39
61892,2015-01-07 21:05:39,55
447552,2015-04-02 05:57:00,37
670588,2015-05-31 21:28:06,41
918960,2015-09-05 15:17:49,59
939338,2015-05-10 21:30:55,77
709232,2015-05-02 10:38:54,47
471620,2015-04-15 10:55:00,46
818997,2015-03-13 02:08:13,56
726762,2015-09-07 14:46:03,30
61892,2015-06-25 08:46:21,55
306641,2015-01-28 22:10:19,16
295956,2015-01-27 13:53:45,53
238523,2015-01-22 15:22:26,73
198784,2015-05-21 12:45:47,53
663286,2015-04-14 08:53:51,63
707542,2015-05-01 16:07:57,35
63382,2015-08-09 23:28:30,52
986085,2015-07-28 15:34:50,42
926284,2015-04-14 10:07:46,22
605132,2015-02-24 14:00:52,67
780165,2015-06-06 01:57:06,46
992246,2015-08-23 11:02:55,32
774577,2015-05-07 10:37:48,56
361135,2015-04-17 09:26:47,31
539642,2015-08-11 07:51:50,50
33464,2015-01-04 12:53:00,42
937838,2015-09-24 08:17:15,58
114567,2015-06-13 10:37:23,46
432364,2015-02-09 08:24:18,51
182196,2015-06-14 09:24:35,55
975634,2015-03-27 01:38:09,57
569968,2015-07-18 10:47:22,46
605132,2015-04-20 01:39:54,46
668233,2015-07-17 15:17:30,68
912740,2015-07-30 06:13:23,54
969155,2015-05-24 13:51:49,60
930798,2015-08-12 21:36:46,41
173895,2015-05-21 20:57:42,63
47378,2015-08-29 03:00:18,57
518530,2015-07-25 17:46:45,50
510853,2015-05-01 16:52:51,56
783971,2015-05-20 02:11:02,55
118787,2015-07-09 09:40:27,41
895329,2015-04-23 17:51:57,66
866114,2015-05-25 05:24:48,39
251691,2015-01-24 11:08:06,55
724293,2015-05-03 05:35:37,40
378932,2015-02-04 21:01:43,51
230482,2015-07-01 05:47:53,48
439844,2015-02-09 19:54:40,64
607512,2015-06-17 17:01:55,52
705088,2015-08-25 08:32:07,43
115350,2015-06-26 12:13:50,23
720601,2015-08-08 00:37:58,54
826871,2015-05-29 15:54:16,59
206959,2015-01-20 11:13:23,48
848986,2015-08-19 07:36:22,47
742784,2015-03-06 17:52:58,37
429772,2015-06-15 07:18:22,67
608441,2015-07-24 05:57:41,60
487434,2015-06-07 22:53:06,33
785713,2015-09-12 12:05:17,52
640186,2015-04-24 03:19:07,61
69585,2015-06-04 07:58:33,43
786572,2015-04-17 19:24:16,41
848007,2015-05-20 04:06:38,54
757126,2015-09-03 01:06:15,51
85478,2015-08-28 14:27:44,41
875713,2015-03-18 03:47:15,57
416346,2015-09-25 02:05:47,64
426141,2015-02-08 21:08:16,89
606079,2015-05-08 05:30:38,49
953409,2015-03-24 01:43:33,59
490144,2015-05-13 12:47:44,33
609367,2015-08-09 13:18:28,53
927528,2015-08-03 11:31:48,54
748718,2015-07-23 19:49:10,56
248145,2015-08-09 08:52:29,36
709232,2015-03-04 01:46:10,49
42448,2015-07-03 05:09:14,61
967815,2015-03-25 23:50:19,37
524391,2015-02-16 01:56:45,35
323294,2015-04-24 14:17:19,47
205153,2015-09-15 08:03:57,37
493492,2015-07-08 10:26:55,56
765936,2015-04-25 16:23:11,58
337459,2015-05-31 06:04:05,66
712207,2015-06-11 09:40:53,56
182196,2015-04-06 13:50:49,55
752504,2015-09-13 04:26:50,56
842219,2015-07-13 06:23:03,46
46218,2015-06-05 03:26:14,60
357468,2015-06-12 08:00:14,35
793730,2015-09-25 11:09:36,48
569783,2015-08-11 01:01:25,62
795199,2015-05-14 07:11:30,41
267504,2015-05-10 22:14:09,48
135478,2015-09-18 07:27:40,39
703359,2015-08-30 03:35:50,51
211385,2015-04-26 23:36:07,22
142370,2015-04-08 22:19:00,46
564577,2015-04-14 17:55:53,66
181690,2015-05-14 03:50:39,60
972369,2015-07-07 04:01:16,37
707760,2015-05-03 07:03:56,41
677514,2015-05-14 05:41:33,42
659492,2015-08-17 09:53:41,50
256487,2015-01-24 14:20:23,75
298681,2015-09-26 18:50:56,34
347144,2015-04-28 04:24:11,29
579872,2015-05-22 19:07:41,38
168670,2015-01-16 21:18:12,55
177827,2015-05-31 13:29:28,38
890874,2015-03-18 23:51:12,38
947145,2015-03-23 15:50:36,45
468855,2015-04-06 02:31:04,54
321614,2015-08-13 20:43:57,61
586391,2015-05-17 05:02:18,56
779049,2015-08-05 01:02:05,56
495248,2015-06-21 01:55:37,27
295999,2015-06-01 20:58:08,62
696396,2015-06-15 20:45:55,39
457039,2015-09-20 20:46:31,26
759266,2015-05-05 09:01:19,60
353025,2015-07-31 22:54:09,59
80576,2015-07-12 23:38:24,50
673326,2015-07-12 18:25:08,49
168484,2015-01-16 18:56:31,60
242365,2015-07-27 06:20:25,41
443752,2015-07-12 16:06:41,65
555000,2015-05-24 23:46:08,62
183357,2015-04-07 06:29:20,44
85880,2015-08-14 05:38:42,46
721124,2015-07-27 08:43:33,45
357468,2015-04-10 10:47:53,64
409891,2015-09-26 10:45:19,45
284259,2015-04-07 14:06:22,72
856166,2015-09-09 03:49:06,50
198270,2015-08-23 02:59:46,49
567500,2015-02-20 16:01:10,54
94059,2015-04-03 08:33:45,71
378282,2015-07-11 03:42:04,54
648713,2015-06-29 04:37:18,40
983708,2015-09-14 02:33:11,57
606204,2015-07-10 04:44:47,37
373670,2015-06-07 12:14:28,49
24644,2015-09-19 05:22:49,49
656601,2015-04-16 17:43:23,49
786663,2015-06-06 19:40:58,76
323702,2015-01-30 14:43:13,27
12028,2015-01-02 15:49:45,51
992246,2015-03-29 06:45:13,39
790738,2015-09-22 03:43:27,33
70500,2015-08-20 10:21:59,45
312839,2015-08-17 22:12:02,68
732075,2015-03-05 15:59:02,34
682446,2015-04-03 00:20:12,67
745552,2015-04-09 02:22:18,48
89737,2015-08-02 19:41:33,46
959275,2015-09-15 23:18:42,47
378201,2015-04-12 07:17:19,62
325083,2015-08-23 21:19:05,52
216480,2015-01-20 20:57:38,50
359516,2015-04-07 12:41:16,40
486061,2015-02-13 02:43:07,75
126629,2015-07-23 03:47:51,49
759939,2015-04-22 16:11:04,57
81828,2015-01-09 07:04:25,62
509482,2015-02-14 18:30:13,26
539859,2015-02-17 19:36:20,87
883392,2015-05-07 15:25:55,53
328601,2015-05-03 22:38:39,58
782717,2015-04-29 04:28:37,44
598177,2015-08-30 02:59:23,53
137616,2015-01-14 00:49:02,59
814028,2015-03-12 05:00:21,45
712207,2015-08-18 09:07:36,52
845038,2015-04-12 08:33:05,50
912283,2015-05-05 07:23:14,44
566616,2015-08-26 01:44:17,49
707134,2015-09-07 13:37:27,62
268443,2015-01-25 07:32:02,52
12826,2015-01-02 19:40:57,42
977210,2015-03-27 06:12:38,87
511821,2015-05-08 03:01:20,53
810961,2015-08-27 11:55:00,39
386493,2015-09-17 20:37:21,38
399661,2015-09-12 13:10:50,60
142370,2015-01-14 16:06:47,43
9263,2015-04-01 18:35:26,76
452803,2015-02-10 13:21:49,32
644306,2015-07-01 21:26:32,50
994509,2015-09-17 11:45:50,39
276604,2015-05-12 23:06:38,59
294249,2015-04-09 23:12:46,62
419180,2015-05-04 01:15:40,49
205153,2015-05-06 17:50:15,40
255556,2015-07-08 06:23:13,39
439487,2015-06-07 19:14:22,56
755843,2015-04-15 04:48:09,54
179456,2015-06-06 08:04:54,55
785713,2015-04-14 05:53:13,56
361727,2015-02-03 19:44:11,57
23410,2015-06-16 02:40:36,50
347507,2015-02-02 06:23:07,30
244970,2015-04-11 02:52:50,30
866093,2015-05-22 20:28:07,49
274299,2015-01-25 13:33:23,37
195841,2015-01-19 15:26:57,53
393232,2015-02-06 04:48:13,48
424308,2015-09-01 16:56:59,52
209611,2015-09-14 03:27:49,45
389752,2015-02-06 00:07:20,64
445514,2015-04-27 00:59:03,54
407485,2015-02-07 11:12:38,55
851507,2015-04-30 19:35:42,50
665105,2015-02-28 11:53:07,60
657400,2015-06-24 09:01:07,51
974667,2015-09-02 17:32:03,53
354045,2015-09-25 22:20:04,46
177571,2015-06-16 19:51:00,51
42127,2015-04-03 07:30:52,68
445514,2015-04-05 11:48:40,41
835970,2015-08-23 08:13:26,48
848986,2015-09-08 00:38:39,54
692707,2015-06-19 21:06:11,59
458394,2015-09-14 09:41:21,38
576392,2015-09-04 19:07:00,57
696396,2015-07-23 06:03:14,65
562491,2015-08-30 16:01:57,38
329815,2015-09-24 18:36:32,44
710238,2015-03-04 05:43:22,79
517536,2015-02-15 13:07:01,54
562505,2015-09-18 12:17:06,51
688540,2015-05-26 14:01:54,32
606204,2015-06-13 16:10:51,56
992265,2015-07-19 23:39:44,56
867220,2015-09-18 16:49:14,42
285897,2015-04-19 02:17:15,41
581596,2015-05-28 04:03:04,54
24069,2015-05-24 05:17:52,50
339423,2015-02-01 17:18:15,62
576135,2015-07-10 16:28:50,48
560712,2015-02-19 14:43:11,40
535871,2015-04-15 03:53:15,74
917401,2015-03-20 19:19:01,30
