"user_id","sign_up_date"
133666,2015-01-14
135478,2015-01-14
136001,2015-01-14
136451,2015-01-14
137495,2015-01-14
137616,2015-01-14
137642,2015-01-14
137645,2015-01-14
138139,2015-01-14
138358,2015-01-14
138372,2015-01-14
138383,2015-01-14
139263,2015-01-14
139919,2015-01-14
140237,2015-01-14
140477,2015-01-14
140658,2015-01-14
140947,2015-01-14
140983,2015-01-14
141200,2015-01-14
141364,2015-01-14
142279,2015-01-14
142370,2015-01-15
142904,2015-01-15
143747,2015-01-15
143832,2015-01-15
144535,2015-01-15
145626,2015-01-15
145992,2015-01-15
146924,2015-01-15
147696,2015-01-15
147796,2015-01-15
148655,2015-01-15
149059,2015-01-15
150164,2015-01-15
151529,2015-01-15
152238,2015-01-15
153854,2015-01-15
154104,2015-01-15
154163,2015-01-15
154240,2015-01-15
154396,2015-01-15
155080,2015-01-15
155613,2015-01-15
156198,2015-01-15
157046,2015-01-15
157549,2015-01-15
158156,2015-01-15
159010,2015-01-15
159143,2015-01-15
159801,2015-01-15
159896,2015-01-15
159934,2015-01-16
160018,2015-01-16
160600,2015-01-16
160818,2015-01-16
160903,2015-01-16
161153,2015-01-16
161476,2015-01-16
161529,2015-01-16
162244,2015-01-16
163472,2015-01-16
163835,2015-01-16
165072,2015-01-16
166186,2015-01-16
166534,2015-01-16
167420,2015-01-17
167436,2015-01-17
168484,2015-01-17
168494,2015-01-17
168670,2015-01-17
169075,2015-01-17
169140,2015-01-17
169373,2015-01-17
170390,2015-01-17
170453,2015-01-17
171658,2015-01-17
172117,2015-01-17
172130,2015-01-17
172308,2015-01-17
172393,2015-01-17
172520,2015-01-17
173895,2015-01-17
174463,2015-01-17
174492,2015-01-17
174835,2015-01-17
175225,2015-01-17
176000,2015-01-17
177571,2015-01-17
177827,2015-01-17
178163,2015-01-17
178893,2015-01-18
179174,2015-01-18
179371,2015-01-18
179456,2015-01-18
179544,2015-01-18
180293,2015-01-18
180386,2015-01-18
181097,2015-01-18
181164,2015-01-18
181690,2015-01-18
181833,2015-01-18
181977,2015-01-18
182196,2015-01-18
182455,2015-01-18
183130,2015-01-18
183357,2015-01-18
183605,2015-01-18
184405,2015-01-18
185481,2015-01-18
185837,2015-01-18
186134,2015-01-18
187809,2015-01-18
187950,2015-01-19
188785,2015-01-19
189526,2015-01-19
189564,2015-01-19
191121,2015-01-19
191605,2015-01-19
191759,2015-01-19
192186,2015-01-19
192579,2015-01-19
192853,2015-01-19
192884,2015-01-19
193275,2015-01-19
193912,2015-01-19
194293,2015-01-19
195549,2015-01-19
195841,2015-01-19
196480,2015-01-20
196596,2015-01-20
197379,2015-01-20
198270,2015-01-20
198382,2015-01-20
198784,2015-01-20
198838,2015-01-20
198897,2015-01-20
199945,2015-01-20
200775,2015-01-20
201222,2015-01-20
205153,2015-01-20
205709,2015-01-20
205775,2015-01-20
205915,2015-01-20
205979,2015-01-20
206959,2015-01-20
207162,2015-01-20
208254,2015-01-20
209611,2015-01-20
210240,2015-01-20
210513,2015-01-20
211385,2015-01-21
211992,2015-01-21
212629,2015-01-21
213579,2015-01-21
213951,2015-01-21
215515,2015-01-21
215782,2015-01-21
216480,2015-01-21
219077,2015-01-21
219079,2015-01-21
219126,2015-01-21
219753,2015-01-21
220083,2015-01-21
220133,2015-01-21
220174,2015-01-21
221338,2015-01-21
221367,2015-01-21
221914,2015-01-21
222487,2015-01-21
225455,2015-01-21
225925,2015-01-21
226053,2015-01-21
226995,2015-01-21
227988,2015-01-21
228001,2015-01-21
228678,2015-01-21
228972,2015-01-21
228978,2015-01-21
229037,2015-01-21
229701,2015-01-21
229835,2015-01-21
230444,2015-01-22
230482,2015-01-22
230521,2015-01-22
231030,2015-01-22
231065,2015-01-22
231624,2015-01-22
232928,2015-01-22
234067,2015-01-22
234576,2015-01-22
235437,2015-01-22
235811,2015-01-22
236147,2015-01-22
237714,2015-01-22
237867,2015-01-22
237904,2015-01-22
237907,2015-01-22
238117,2015-01-22
238505,2015-01-22
238523,2015-01-22
238797,2015-01-22
239048,2015-01-23
239074,2015-01-23
239890,2015-01-23
240171,2015-01-23
240196,2015-01-23
240557,2015-01-23
241513,2015-01-23
241824,2015-01-23
241979,2015-01-23
242008,2015-01-23
242365,2015-01-23
242520,2015-01-23
244715,2015-01-23
244970,2015-01-23
245097,2015-01-23
245748,2015-01-23
245842,2015-01-23
245856,2015-01-23
245895,2015-01-23
246091,2015-01-23
246338,2015-01-23
246853,2015-01-23
247682,2015-01-23
248034,2015-01-23
248145,2015-01-23
248738,2015-01-24
248743,2015-01-24
248857,2015-01-24
249097,2015-01-24
249452,2015-01-24
250148,2015-01-24
250247,2015-01-24
250619,2015-01-24
250676,2015-01-24
251158,2015-01-24
251529,2015-01-24
251535,2015-01-24
251691,2015-01-24
253069,2015-01-24
253779,2015-01-24
254272,2015-01-24
255556,2015-01-24
256160,2015-01-24
256487,2015-01-24
256797,2015-01-24
256940,2015-01-24
257223,2015-01-25
258367,2015-01-25
258431,2015-01-25
260220,2015-01-25
260925,2015-01-25
261168,2015-01-25
262804,2015-01-25
262884,2015-01-25
263561,2015-01-25
263659,2015-01-25
264058,2015-01-25
264394,2015-01-25
265361,2015-01-25
267504,2015-01-25
267593,2015-01-25
267732,2015-01-25
267957,2015-01-25
268070,2015-01-25
268239,2015-01-25
268443,2015-01-25
270424,2015-01-25
270813,2015-01-25
272998,2015-01-25
273391,2015-01-25
274014,2015-01-25
274299,2015-01-25
275209,2015-01-25
276458,2015-01-25
276515,2015-01-26
276540,2015-01-26
276604,2015-01-26
278915,2015-01-26
279363,2015-01-26
279832,2015-01-26
281262,2015-01-26
281371,2015-01-26
281740,2015-01-26
282440,2015-01-26
282509,2015-01-26
283016,2015-01-26
283114,2015-01-26
283179,2015-01-26
283202,2015-01-26
283371,2015-01-26
284259,2015-01-26
284445,2015-01-26
285189,2015-01-26
285822,2015-01-26
285897,2015-01-26
287362,2015-01-26
287819,2015-01-27
288147,2015-01-27
288176,2015-01-27
289081,2015-01-27
289114,2015-01-27
289172,2015-01-27
289369,2015-01-27
289450,2015-01-27
290276,2015-01-27
290279,2015-01-27
291517,2015-01-27
291964,2015-01-27
292143,2015-01-27
292169,2015-01-27
292457,2015-01-27
293027,2015-01-27
294249,2015-01-27
294433,2015-01-27
294718,2015-01-27
295956,2015-01-27
295999,2015-01-27
296189,2015-01-27
296288,2015-01-28
296829,2015-01-28
297185,2015-01-28
297312,2015-01-28
298151,2015-01-28
298361,2015-01-28
298681,2015-01-28
298795,2015-01-28
299111,2015-01-28
299878,2015-01-28
300413,2015-01-28
300893,2015-01-28
301382,2015-01-28
302303,2015-01-28
302592,2015-01-28
302710,2015-01-28
303330,2015-01-28
303374,2015-01-28
303726,2015-01-28
303823,2015-01-28
303845,2015-01-29
304580,2015-01-29
304849,2015-01-29
305114,2015-01-29
305328,2015-01-29
306630,2015-01-29
306641,2015-01-29
306835,2015-01-29
306868,2015-01-29
307416,2015-01-29
307542,2015-01-29
307763,2015-01-29
308689,2015-01-29
308852,2015-01-29
309873,2015-01-29
310725,2015-01-29
311040,2015-01-29
311488,2015-01-29
311527,2015-01-30
311536,2015-01-30
312472,2015-01-30
312839,2015-01-30
312935,2015-01-30
313045,2015-01-30
314473,2015-01-30
315302,2015-01-30
318429,2015-01-30
319027,2015-01-30
319488,2015-01-30
320078,2015-01-30
320094,2015-01-30
320450,2015-01-30
321614,2015-01-30
321859,2015-01-30
322293,2015-01-30
322551,2015-01-30
322750,2015-01-30
323294,2015-01-30
323532,2015-01-30
323702,2015-01-30
324521,2015-01-30
324574,2015-01-30
325083,2015-01-31
325383,2015-01-31
325826,2015-01-31
326139,2015-01-31
326544,2015-01-31
326871,2015-01-31
327029,2015-01-31
327037,2015-01-31
327630,2015-01-31
327870,2015-01-31
328083,2015-01-31
328353,2015-01-31
328578,2015-01-31
328601,2015-01-31
328808,2015-01-31
329515,2015-01-31
329815,2015-01-31
330505,2015-01-31
330616,2015-01-31
330649,2015-02-01
331045,2015-02-01
331234,2015-02-01
331319,2015-02-01
331611,2015-02-01
331802,2015-02-01
331879,2015-02-01
333159,2015-02-01
333610,2015-02-01
334104,2015-02-01
334165,2015-02-01
334338,2015-02-01
334650,2015-02-01
334749,2015-02-01
335093,2015-02-01
336193,2015-02-01
336400,2015-02-01
336929,2015-02-01
336960,2015-02-01
337064,2015-02-01
337459,2015-02-01
337655,2015-02-01
337938,2015-02-02
338639,2015-02-02
339423,2015-02-02
340354,2015-02-02
341098,2015-02-02
341464,2015-02-02
342952,2015-02-02
343909,2015-02-02
345296,2015-02-02
345493,2015-02-02
345545,2015-02-02
345751,2015-02-02
347144,2015-02-02
347163,2015-02-02
347507,2015-02-02
348380,2015-02-02
348395,2015-02-02
349537,2015-02-02
350320,2015-02-02
350873,2015-02-02
351022,2015-02-02
351315,2015-02-02
351785,2015-02-02
352497,2015-02-03
352596,2015-02-03
353025,2015-02-03
353252,2015-02-03
353903,2015-02-03
354044,2015-02-03
354045,2015-02-03
354446,2015-02-03
354817,2015-02-03
355219,2015-02-03
357086,2015-02-03
357468,2015-02-03
357524,2015-02-03
359516,2015-02-03
359594,2015-02-03
359799,2015-02-03
360647,2015-02-03
360773,2015-02-03
360810,2015-02-03
360881,2015-02-03
361135,2015-02-03
361177,2015-02-03
361269,2015-02-04
361306,2015-02-04
361727,2015-02-04
362307,2015-02-04
363022,2015-02-04
363214,2015-02-04
364157,2015-02-04
365731,2015-02-04
366588,2015-02-04
367749,2015-02-04
367781,2015-02-04
368031,2015-02-04
369220,2015-02-04
369638,2015-02-04
371281,2015-02-04
371516,2015-02-04
372011,2015-02-04
372190,2015-02-04
373208,2015-02-04
373219,2015-02-04
373595,2015-02-04
373670,2015-02-04
373946,2015-02-04
374067,2015-02-04
374260,2015-02-04
375166,2015-02-04
375248,2015-02-04
375439,2015-02-04
376233,2015-02-04
376838,2015-02-04
376885,2015-02-04
377269,2015-02-05
377326,2015-02-05
377338,2015-02-05
377565,2015-02-05
377631,2015-02-05
377997,2015-02-05
378201,2015-02-05
378282,2015-02-05
378932,2015-02-05
379166,2015-02-05
379691,2015-02-05
381768,2015-02-05
382736,2015-02-05
382816,2015-02-05
382955,2015-02-05
383178,2015-02-05
384408,2015-02-05
384411,2015-02-05
384434,2015-02-05
384639,2015-02-05
385137,2015-02-05
385665,2015-02-06
386493,2015-02-06
386972,2015-02-06
387436,2015-02-06
388477,2015-02-06
388499,2015-02-06
389079,2015-02-06
389344,2015-02-06
389752,2015-02-06
390839,2015-02-06
391042,2015-02-06
391778,2015-02-06
393232,2015-02-06
393267,2015-02-06
394779,2015-02-06
394792,2015-02-06
395011,2015-02-06
395057,2015-02-06
395600,2015-02-06
395977,2015-02-06
396327,2015-02-06
396524,2015-02-06
396757,2015-02-07
397117,2015-02-07
397203,2015-02-07
398848,2015-02-07
399049,2015-02-07
399658,2015-02-07
399661,2015-02-07
399709,2015-02-07
399931,2015-02-07
401173,2015-02-07
401178,2015-02-07
401447,2015-02-07
401960,2015-02-07
402628,2015-02-07
404166,2015-02-07
405745,2015-02-07
407485,2015-02-07
407648,2015-02-07
408330,2015-02-07
409891,2015-02-07
410008,2015-02-07
410222,2015-02-08
410249,2015-02-08
410455,2015-02-08
410886,2015-02-08
411336,2015-02-08
411476,2015-02-08
411676,2015-02-08
411802,2015-02-08
411994,2015-02-08
412262,2015-02-08
412471,2015-02-08
412710,2015-02-08
412742,2015-02-08
412935,2015-02-08
413206,2015-02-08
413843,2015-02-08
415525,2015-02-08
415618,2015-02-08
415781,2015-02-08
416346,2015-02-08
416455,2015-02-08
416524,2015-02-08
417348,2015-02-08
418126,2015-02-08
419180,2015-02-09
419359,2015-02-09
422420,2015-02-09
422688,2015-02-09
424140,2015-02-09
424308,2015-02-09
424887,2015-02-09
426141,2015-02-09
427172,2015-02-09
427255,2015-02-09
428631,2015-02-09
428664,2015-02-09
429772,2015-02-09
429790,2015-02-09
430720,2015-02-09
430791,2015-02-09
431120,2015-02-09
431464,2015-02-09
432364,2015-02-09
432569,2015-02-09
432680,2015-02-09
433362,2015-02-09
434397,2015-02-09
434458,2015-02-09
435859,2015-02-09
437523,2015-02-09
437674,2015-02-10
437976,2015-02-10
438002,2015-02-10
439096,2015-02-10
439487,2015-02-10
439844,2015-02-10
440769,2015-02-10
440852,2015-02-10
441130,2015-02-10
441589,2015-02-10
443752,2015-02-10
444078,2015-02-10
444167,2015-02-10
444562,2015-02-10
444872,2015-02-10
444926,2015-02-10
444982,2015-02-10
445251,2015-02-10
445514,2015-02-10
446532,2015-02-10
446630,2015-02-10
447552,2015-02-10
448117,2015-02-10
451422,2015-02-10
451725,2015-02-10
452803,2015-02-10
453835,2015-02-10
454185,2015-02-11
454779,2015-02-11
454920,2015-02-11
456051,2015-02-11
456277,2015-02-11
457039,2015-02-11
458394,2015-02-11
459066,2015-02-11
459903,2015-02-11
460132,2015-02-11
460175,2015-02-11
460515,2015-02-11
460648,2015-02-11
460872,2015-02-11
461067,2015-02-11
461293,2015-02-11
461591,2015-02-11
463552,2015-02-11
463832,2015-02-11
465513,2015-02-11
466451,2015-02-11
466458,2015-02-11
467251,2015-02-11
467511,2015-02-12
468078,2015-02-12
468283,2015-02-12
468409,2015-02-12
468855,2015-02-12
470181,2015-02-12
470504,2015-02-12
471159,2015-02-12
471620,2015-02-12
471860,2015-02-12
472308,2015-02-12
472900,2015-02-12
473334,2015-02-12
473337,2015-02-12
474587,2015-02-12
475260,2015-02-12
475536,2015-02-12
476868,2015-02-12
476896,2015-02-12
477045,2015-02-12
479207,2015-02-12
479896,2015-02-12
480784,2015-02-12
481381,2015-02-12
482689,2015-02-13
482892,2015-02-13
483017,2015-02-13
483456,2015-02-13
483603,2015-02-13
483638,2015-02-13
484404,2015-02-13
484803,2015-02-13
484815,2015-02-13
484978,2015-02-13
485866,2015-02-13
486061,2015-02-13
486720,2015-02-13
486976,2015-02-13
487422,2015-02-13
487434,2015-02-13
487640,2015-02-13
487813,2015-02-13
487977,2015-02-13
488048,2015-02-13
488078,2015-02-13
488130,2015-02-13
488268,2015-02-13
488773,2015-02-13
489094,2015-02-13
490144,2015-02-13
490727,2015-02-14
490939,2015-02-14
491279,2015-02-14
491386,2015-02-14
491654,2015-02-14
493329,2015-02-14
493492,2015-02-14
494928,2015-02-14
495090,2015-02-14
495248,2015-02-14
495557,2015-02-14
495626,2015-02-14
496498,2015-02-14
497120,2015-02-14
499284,2015-02-14
499879,2015-02-14
499941,2015-02-14
500160,2015-02-14
504048,2015-02-14
504061,2015-02-14
504376,2015-02-14
504453,2015-02-14
504598,2015-02-14
506310,2015-02-14
506420,2015-02-14
506930,2015-02-15
507109,2015-02-15
507893,2015-02-15
509474,2015-02-15
509482,2015-02-15
510853,2015-02-15
511034,2015-02-15
511065,2015-02-15
511095,2015-02-15
511328,2015-02-15
511821,2015-02-15
511984,2015-02-15
512504,2015-02-15
512661,2015-02-15
513160,2015-02-15
513382,2015-02-15
513444,2015-02-15
514259,2015-02-15
514457,2015-02-15
514971,2015-02-15
514995,2015-02-15
515131,2015-02-15
515149,2015-02-15
516276,2015-02-15
517536,2015-02-15
518035,2015-02-16
518146,2015-02-16
518530,2015-02-16
521019,2015-02-16
521410,2015-02-16
521684,2015-02-16
521743,2015-02-16
523949,2015-02-16
523952,2015-02-16
524391,2015-02-16
524489,2015-02-16
525122,2015-02-16
525626,2015-02-16
525632,2015-02-16
527043,2015-02-16
527312,2015-02-16
528086,2015-02-16
528094,2015-02-16
528285,2015-02-16
528307,2015-02-16
528962,2015-02-16
530863,2015-02-17
531235,2015-02-17
531252,2015-02-17
531368,2015-02-17
531666,2015-02-17
531912,2015-02-17
531920,2015-02-17
532220,2015-02-17
532916,2015-02-17
533057,2015-02-17
533194,2015-02-17
533745,2015-02-17
533835,2015-02-17
535143,2015-02-17
535871,2015-02-17
535925,2015-02-17
535987,2015-02-17
536520,2015-02-17
536669,2015-02-17
536904,2015-02-17
538262,2015-02-17
538263,2015-02-18
538296,2015-02-18
538759,2015-02-18
539061,2015-02-18
539642,2015-02-18
539859,2015-02-18
540671,2015-02-18
540959,2015-02-18
540964,2015-02-18
541140,2015-02-18
542304,2015-02-18
542876,2015-02-18
543294,2015-02-18
543436,2015-02-18
543449,2015-02-18
544944,2015-02-18
544994,2015-02-18
545012,2015-02-18
545531,2015-02-18
546116,2015-02-18
547261,2015-02-18
547619,2015-02-18
548112,2015-02-18
548330,2015-02-18
549836,2015-02-18
550225,2015-02-18
551049,2015-02-18
551537,2015-02-18
551816,2015-02-18
551892,2015-02-19
551953,2015-02-19
552272,2015-02-19
552579,2015-02-19
552622,2015-02-19
553071,2015-02-19
553564,2015-02-19
553689,2015-02-19
553724,2015-02-19
554494,2015-02-19
555000,2015-02-19
555578,2015-02-19
556059,2015-02-19
556096,2015-02-19
556159,2015-02-19
557323,2015-02-19
557376,2015-02-19
557508,2015-02-19
558206,2015-02-19
558455,2015-02-19
558480,2015-02-19
558859,2015-02-19
559020,2015-02-19
560309,2015-02-19
560712,2015-02-19
561631,2015-02-19
561715,2015-02-20
562168,2015-02-20
562491,2015-02-20
562505,2015-02-20
562647,2015-02-20
563213,2015-02-20
563569,2015-02-20
564577,2015-02-20
564695,2015-02-20
565054,2015-02-20
565144,2015-02-20
565790,2015-02-20
566084,2015-02-20
566306,2015-02-20
566616,2015-02-20
567500,2015-02-21
567542,2015-02-21
568352,2015-02-21
569783,2015-02-21
569959,2015-02-21
569968,2015-02-21
570102,2015-02-21
570137,2015-02-21
570961,2015-02-21
572713,2015-02-21
572780,2015-02-21
572992,2015-02-21
573391,2015-02-21
573432,2015-02-21
573633,2015-02-21
574542,2015-02-21
574893,2015-02-21
575560,2015-02-21
575674,2015-02-21
576135,2015-02-22
576392,2015-02-22
576984,2015-02-22
577218,2015-02-22
577375,2015-02-22
577501,2015-02-22
577579,2015-02-22
577707,2015-02-22
577877,2015-02-22
577883,2015-02-22
578450,2015-02-22
578557,2015-02-22
579490,2015-02-22
579517,2015-02-22
579872,2015-02-22
580504,2015-02-22
581596,2015-02-22
582950,2015-02-22
584904,2015-02-22
585295,2015-02-22
585384,2015-02-23
585594,2015-02-23
585829,2015-02-23
586382,2015-02-23
586391,2015-02-23
587249,2015-02-23
587326,2015-02-23
587769,2015-02-23
588599,2015-02-23
588646,2015-02-23
589583,2015-02-23
590620,2015-02-23
592201,2015-02-23
593045,2015-02-23
593094,2015-02-23
593407,2015-02-23
593769,2015-02-23
594126,2015-02-23
595613,2015-02-23
595841,2015-02-24
596299,2015-02-24
597792,2015-02-24
598177,2015-02-24
599803,2015-02-24
599940,2015-02-24
600095,2015-02-24
600485,2015-02-24
601219,2015-02-24
601652,2015-02-24
602693,2015-02-24
603132,2015-02-24
603616,2015-02-24
603842,2015-02-24
603875,2015-02-24
603891,2015-02-24
604628,2015-02-24
604772,2015-02-24
605132,2015-02-24
605217,2015-02-24
606079,2015-02-25
606204,2015-02-25
606496,2015-02-25
607137,2015-02-25
607512,2015-02-25
608441,2015-02-25
609367,2015-02-25
614024,2015-02-25
615709,2015-02-25
615827,2015-02-25
617785,2015-02-25
617833,2015-02-25
617919,2015-02-25
617963,2015-02-25
618355,2015-02-25
618660,2015-02-25
619209,2015-02-25
619797,2015-02-25
620235,2015-02-25
620313,2015-02-25
620836,2015-02-25
621105,2015-02-25
623509,2015-02-25
625527,2015-02-25
625699,2015-02-25
629116,2015-02-26
629342,2015-02-26
630240,2015-02-26
630489,2015-02-26
631507,2015-02-26
632500,2015-02-26
632865,2015-02-26
632991,2015-02-26
633704,2015-02-26
633882,2015-02-26
634599,2015-02-26
635118,2015-02-26
635268,2015-02-26
636001,2015-02-26
636640,2015-02-26
638675,2015-02-26
638722,2015-02-26
639097,2015-02-27
639241,2015-02-27
639815,2015-02-27
639823,2015-02-27
640186,2015-02-27
641468,2015-02-27
641896,2015-02-27
642346,2015-02-27
643194,2015-02-27
643675,2015-02-27
643731,2015-02-27
643747,2015-02-27
644306,2015-02-27
644826,2015-02-27
645107,2015-02-27
645274,2015-02-27
646446,2015-02-27
646701,2015-02-27
647325,2015-02-27
647896,2015-02-27
648713,2015-02-27
649226,2015-02-27
651018,2015-02-27
653627,2015-02-27
653754,2015-02-27
654172,2015-02-27
654366,2015-02-27
655154,2015-02-28
655666,2015-02-28
656250,2015-02-28
656601,2015-02-28
657400,2015-02-28
657689,2015-02-28
657724,2015-02-28
657858,2015-02-28
658005,2015-02-28
658260,2015-02-28
658387,2015-02-28
659492,2015-02-28
659538,2015-02-28
659557,2015-02-28
660684,2015-02-28
661387,2015-02-28
661463,2015-02-28
661779,2015-02-28
662233,2015-02-28
662826,2015-02-28
663204,2015-02-28
663286,2015-02-28
663526,2015-02-28
664451,2015-02-28
664542,2015-02-28
665016,2015-02-28
665101,2015-02-28
665105,2015-02-28
665522,2015-02-28
666288,2015-02-28
668233,2015-03-01
668926,2015-03-01
669083,2015-03-01
669352,2015-03-01
669632,2015-03-01
669962,2015-03-01
670588,2015-03-01
671148,2015-03-01
671182,2015-03-01
671793,2015-03-01
672067,2015-03-01
672411,2015-03-01
673160,2015-03-01
673326,2015-03-01
673732,2015-03-01
674360,2015-03-01
674662,2015-03-01
675339,2015-03-01
676359,2015-03-01
676424,2015-03-01
677182,2015-03-01
677186,2015-03-01
677514,2015-03-02
677948,2015-03-02
678413,2015-03-02
678438,2015-03-02
679593,2015-03-02
680097,2015-03-02
680124,2015-03-02
680350,2015-03-02
682446,2015-03-02
682946,2015-03-02
683034,2015-03-02
683849,2015-03-02
684696,2015-03-02
685187,2015-03-02
685511,2015-03-02
685668,2015-03-02
686195,2015-03-02
686281,2015-03-02
687313,2015-03-02
687406,2015-03-02
688540,2015-03-02
688792,2015-03-02
689363,2015-03-02
689436,2015-03-02
690373,2015-03-02
691007,2015-03-02
691143,2015-03-02
691756,2015-03-02
691896,2015-03-02
692086,2015-03-02
692120,2015-03-02
692707,2015-03-03
693181,2015-03-03
693361,2015-03-03
693638,2015-03-03
693691,2015-03-03
696396,2015-03-03
696868,2015-03-03
696874,2015-03-03
697697,2015-03-03
698311,2015-03-03
699097,2015-03-03
699441,2015-03-03
